window_start,utc_hour,symbol,n_B,n_S,mu_B,mu_S,phi_BB1,phi_SS1,phi_BS1,phi_SB1,phi_BB2,phi_SS2,phi_BS2,phi_SB2,eta,loglik,month,date
1765364400.180386,11,BTCUSDT,25486,29586,1.6662144726028627,1.7051429044042532,0.6872485225557284,0.7457418489928895,0.004793440948409,0.0013060791569717,0.0468913005973015,0.0394213109899316,0.0029299351061659,0.0221542657235926,0.788496565518155,215021.4697140879,2025-12,20432
1765368000.180386,12,BTCUSDT,19178,18710,1.271288680569146,1.0781441336661552,0.7066997193717384,0.7670971689594833,0.0008977280660676,0.0011103585935457,0.0436004000430695,0.0155022867990799,0.0071246913008402,0.01254231474757,0.7856939880918662,141993.95201022163,2025-12,20432
1765371600.180386,13,BTCUSDT,19931,15857,1.2432362928394638,1.0874650565026345,0.7502524983471646,0.7253267260646515,0.0017392215272198,0.0005569881298738,0.0209055613636213,0.0098352113701419,0.0086366308481422,0.0159071212089608,0.7754031856807251,139106.7021211854,2025-12,20432
1765375200.180386,14,BTCUSDT,34444,37870,1.482780333414579,1.2151025422436574,0.8043657386254728,0.857766746472433,0.0006695385836678,0.0003855678382559,0.0220411343660734,0.0175965263901566,0.0125484663414161,0.0190855077617679,0.8801519662582907,329009.8826283201,2025-12,20432
1765378800.180386,15,BTCUSDT,36141,36945,1.357111588694139,1.2028577710006338,0.824331108084916,0.8549852500603237,0.0018055012904845,0.0009414939063241,0.0279825290239144,0.0191231916221322,0.0106003568472192,0.0132063013827049,0.88036530760847,332231.3867780752,2025-12,20432
1765382400.180386,16,BTCUSDT,35113,34713,1.5781075154485076,1.1925766921711225,0.8048020133724748,0.8598478336048039,0.0004944780593565,0.0007176264634165,0.0082762686941635,0.0188188688770062,0.0085398716864167,0.0042509768228787,0.8793440970008537,319735.309663457,2025-12,20432
1765386000.180386,17,BTCUSDT,27338,27362,1.066840561028778,1.0509667834625291,0.8103470510088573,0.8286037952065689,0.0003525740573827,0.0003658403616143,0.0239942190476404,0.0138633529902141,0.0095921668176557,0.0099078711407153,0.8492981006536964,246480.43762329285,2025-12,20432
1765389600.180386,18,BTCUSDT,38149,41423,1.208266414279956,1.133572818332112,0.8308677081529222,0.8553063523548344,0.0007042808586928,0.0003937193274232,0.031450790227198,0.0277296639740082,0.0208255316901889,0.0200096712641368,0.8960564160708856,369490.9485242179,2025-12,20432
1765393200.180386,19,BTCUSDT,109409,99986,1.5267155426417938,1.0126335169431102,0.8621507471401354,0.8578895857892891,0.0006875392034655,0.0006757139548275,0.0521880451398817,0.0562558327177402,0.0327246806333943,0.0303423718638158,0.9464351551192812,1039272.4967953288,2025-12,20432
1765396800.180386,20,BTCUSDT,98856,93883,1.1849636161470176,1.7045966180271586,0.8711689048961613,0.8843118795262878,0.0005509800128228,0.0006799473977038,0.0535176911455645,0.0317095383083053,0.0133421227226249,0.0313931714100875,0.9419031707962586,955381.3631756416,2025-12,20432
1765400400.180386,21,BTCUSDT,44466,38738,1.1166957803719118,0.9157244089390636,0.8441766175809271,0.8702655186964479,0.0009009236403275,0.0006709734215123,0.0397143641121854,0.0251826569016972,0.0116832167669547,0.0160499507052328,0.9052840155451812,391141.8132448491,2025-12,20432
1765404000.180386,22,BTCUSDT,29742,25946,0.9125204929583854,0.7309582128123093,0.841016927671276,0.8452001207206346,0.0011658602717256,0.0005216450799222,0.0308546562760366,0.0412337088590662,0.0122606022367174,0.0147255548949663,0.895206700294279,260615.13129169057,2025-12,20432
1765407600.180386,23,BTCUSDT,15753,19035,0.8837118906298139,0.7597717566963109,0.7573430300365175,0.8220169039894425,0.0005353623798293,0.0005283081413445,0.0269944966464332,0.0292302992448143,0.0048981473196451,0.0095271672334709,0.8520540451134355,144369.99915326826,2025-12,20432
1765411200.180386,0,BTCUSDT,33046,34377,1.4057600236811636,0.939528895699817,0.7696342468537636,0.8644832615660022,0.000577262931866,0.0006046776222065,0.0484600679224484,0.0236081765537395,0.0151764353700401,0.0238433997355051,0.8932182668366992,302306.7633068328,2025-12,20433
1765414800.180386,1,BTCUSDT,36424,36710,1.355101237164153,0.9191464436624378,0.7989626842976104,0.8661340774037447,0.0006416188876116,0.0004134121996952,0.0436760451739268,0.0312750695978719,0.0147983415802088,0.0253361849970182,0.9038990385594448,332172.9807857405,2025-12,20433
1765418400.180386,2,BTCUSDT,44815,42649,1.9521490385783864,1.0232067371381424,0.7840839444575696,0.8710694609521891,0.0004693763174985,0.0003959306615433,0.0318358231080072,0.0254531122042416,0.0162422463034417,0.0304936364745958,0.9024858205399752,401750.8707157975,2025-12,20433
1765422000.180386,3,BTCUSDT,38759,39742,1.8116953407179128,0.8986904975527273,0.7789729954806923,0.8641145307880183,0.0005183942702331,0.0015523185087932,0.0313037224702595,0.035321774149277,0.0195930378148295,0.0204509768224969,0.9041502815129332,350880.07455912494,2025-12,20433
1765425600.180386,4,BTCUSDT,31048,25717,1.5056370494303,0.7635090642617702,0.8009823320433007,0.845768171356308,0.0006526939490773,0.0003880264479916,0.0208219065082696,0.0311629214579498,0.0141191167193266,0.0128776635130977,0.8802820761692206,258041.06827596345,2025-12,20433
1765429200.180386,5,BTCUSDT,15310,15704,1.07334390483314,0.7098154040962581,0.7026051671974607,0.807750120442934,0.0025406191891629,0.0007492728395708,0.028328133006211,0.0245969803061587,0.0036985771885286,0.0132103932317824,0.833198777195031,122944.8059615242,2025-12,20433
1765432800.180386,6,BTCUSDT,16078,19159,1.0809964758513149,0.8188637052217412,0.7252265052380116,0.7942545043208643,0.0007759182042796,0.0008161393754086,0.0186918546545427,0.0443686635128824,0.0081600850538373,0.0115189245455598,0.839773097138792,138459.86797664472,2025-12,20433
1765436400.180386,7,BTCUSDT,16351,18396,1.3914040234013347,0.8772622540064638,0.6619446443980105,0.7847337399028785,0.0007197547035005,0.0008843151700679,0.0211016480911075,0.0352880878685197,0.0084764515146497,0.0076334862334262,0.8205913245902596,127009.6904912643,2025-12,20433
1765440000.180386,8,BTCUSDT,18166,16842,1.1698925804518,0.8633539814019864,0.7292947654833811,0.7686096116446537,0.0016217632639137,0.001940672783623,0.0316962608264972,0.0366318710855135,0.0057481005613179,0.007340778022855,0.8067367700075244,134479.19145823593,2025-12,20433
1765443600.180386,9,BTCUSDT,20417,15110,1.207062951210868,0.7974100881322506,0.7529832482113414,0.7697205469590522,0.0001431868355015,0.0011282386922203,0.0276038012562852,0.0351444809613881,0.0048925324569027,0.0079702916398797,0.806624697052476,139267.0990407735,2025-12,20433
1765447200.180386,10,BTCUSDT,13041,10678,1.135921814652859,0.8025228341027213,0.6524989229980447,0.7031879061680333,0.0023342685466783,0.0025233791500437,0.0316700100801703,0.0149998312298179,0.0043232592625405,0.0011815224218898,0.7188979641020922,78708.39934833073,2025-12,20433
1765450800.180386,11,BTCUSDT,11284,9497,1.1680339920310414,0.9258295008201038,0.5739868573830179,0.6157771648604146,0.0011339009300444,0.0010885675996617,0.0418452424884376,0.0264611671553882,0.0033510968005672,0.0120531719051609,0.6443081641158293,55751.07948661959,2025-12,20433
1765454400.180386,12,BTCUSDT,14623,15934,1.4286505446644089,1.1907832861355745,0.5957285122138356,0.685127078876035,0.0008750005503148,0.0005517454015444,0.0391223757874031,0.0290579356090509,0.0176011906431176,0.011497875313292,0.7168984538637594,96203.60411687838,2025-12,20433
1765458000.180386,13,BTCUSDT,17779,19203,1.2676771163273646,1.1309776890061214,0.7034356036889285,0.7560643758804038,0.0007502109095354,0.0008580461324294,0.0314835154354151,0.0285554920102183,0.0026293384364673,0.0109587399590269,0.7854107984409183,137519.04642144544,2025-12,20433
1765461600.180386,14,BTCUSDT,43484,51617,1.280638749122116,1.4157124425516123,0.8136016710600176,0.854224884313896,0.0012575030284643,0.0003416882252326,0.0439805689406154,0.0314669236466541,0.0160091188864451,0.0261669945899766,0.8972349214793273,427117.5130637758,2025-12,20433
1765465200.180386,15,BTCUSDT,57925,55580,1.496412357628219,1.445730565587048,0.8566606867261056,0.8579868149987949,0.0006195806077027,0.0005973629517421,0.0390521757345541,0.02871170158157,0.0180594513050373,0.0208940667454905,0.9117423326025113,525476.4885747788,2025-12,20433
1765468800.180386,16,BTCUSDT,45551,45404,1.5864184439473978,1.4334492706971371,0.8241928854938341,0.8629304801393353,0.0004265313085897,0.0003412413214313,0.0343267182988278,0.0203474980799656,0.0061863621378372,0.017655257339761,0.8873988881001699,415305.7774346442,2025-12,20433
1765472400.180386,17,BTCUSDT,33043,29013,1.3254900400227536,1.096498518637813,0.8200848499528063,0.8345275572129839,0.0005776232305569,0.0005461204180542,0.0279979152041644,0.0285154466138427,0.0015050995778074,0.0056357634305997,0.8638591086785401,273455.9542625637,2025-12,20433
1765476000.180386,18,BTCUSDT,42154,43642,1.1528026317733826,1.2059181790486002,0.8589396102265208,0.834549839794203,0.0003373974411316,0.0004721684192495,0.0308784951534454,0.0421184868932151,0.0211511867807954,0.0153017397890103,0.9027928483820994,408045.3611184907,2025-12,20433
1765479600.180386,19,BTCUSDT,41030,40197,1.4024742542831892,1.320064885300769,0.8335852400359411,0.8426472413854941,0.0005449053442822,0.0004301861308269,0.0316513997058532,0.0225167306430574,0.0139667504083896,0.0105955255319368,0.8778495213639046,368627.8227171944,2025-12,20433
1765483200.180386,20,BTCUSDT,41375,35108,1.082806618146398,1.056088423594716,0.8712849028029116,0.8429291141833118,0.0008063111286455,0.0004006247446351,0.0219195734291613,0.0322797765875328,0.0130349578324898,0.008205924850248,0.8983518537653059,365031.7268173074,2025-12,20433
1765486800.180386,21,BTCUSDT,70803,63719,1.3929756121785817,1.9426084454694343,0.8912491970454407,0.815710155108607,0.0004943410311392,0.00161657834412,0.0131322303328723,0.030060737162201,0.035651452790295,0.018958949965596,0.9151076163362476,662247.1357677,2025-12,20433
1765490400.180386,22,BTCUSDT,37799,43542,1.142695612368466,1.207267009898815,0.855808027017318,0.8713058728549806,0.0006952774095519,0.000401471449494,0.018387503050885,0.0202510791470144,0.0074407703995997,0.0094177216503156,0.8953359427730273,400546.552941577,2025-12,20433
1765494000.180386,23,BTCUSDT,27793,26293,0.8929438749661803,0.8625605464124158,0.8479689611157072,0.8404567465237476,0.0009646366171096,0.0003909216206153,0.0235937088889112,0.0263631012810663,0.0146585550643458,0.0128987730892551,0.8837943763268652,255343.93945771185,2025-12,20433
1765497600.180386,0,BTCUSDT,23293,26196,1.072399470559018,0.9504470186893842,0.7590234977099815,0.8337205427608326,0.0005542176197368,0.0008718607852734,0.0536761710187241,0.0297155972428007,0.0085275092261874,0.0169209816752674,0.8664428425052577,218149.1657045859,2025-12,20434
1765501200.180386,1,BTCUSDT,29622,21896,1.017491921827309,0.6974260576296754,0.8258968105059078,0.8517241201794447,0.0007067925455886,0.0005804902078838,0.0372082366608701,0.0243573274918958,0.0089769668249241,0.0121103656185138,0.8824381661242284,229638.417534685,2025-12,20434
1765504800.180386,2,BTCUSDT,24487,20797,0.8950932746938919,0.7952398794490928,0.8327858259368316,0.8262367179264544,0.0009104226817233,0.0005939209860031,0.0242446087715126,0.0209264023874936,0.0139159206802219,0.0154247780851836,0.8682782393110131,204068.12533958053,2025-12,20434
1765508400.180386,3,BTCUSDT,14780,17925,0.8368494431062525,0.8565609062027798,0.7729050284703437,0.8009470028939586,0.0010423635070885,0.0006168904430952,0.0198331079410861,0.0196199154980447,0.0059543928346513,0.0072902003806037,0.8224301781931368,134545.81093001855,2025-12,20434
1765512000.180386,4,BTCUSDT,13513,11138,0.7891127731450999,0.7214616247134058,0.7385892297111092,0.7342600653164297,0.0009783406164302,0.0009606096086416,0.0494437437633091,0.0260283662884686,0.0083278705884486,0.0057276249648879,0.7901194626549188,93527.8868812538,2025-12,20434
1765515600.180386,5,BTCUSDT,13126,11989,0.9290181561167532,0.8097914943858321,0.6987867817539388,0.7289948919111887,0.0012698797736974,0.0021525310663919,0.0405897328768337,0.0209405192400179,0.0048089222233039,0.002514898057409,0.7521556263108328,88967.95458019736,2025-12,20434
1765519200.180386,6,BTCUSDT,13539,13065,0.8818550748221125,1.000139658970739,0.7165919020423612,0.6910669609051024,0.0022545254690469,0.0015440345421713,0.0417389213905346,0.0159701854994779,0.0163401457291539,0.0047600351199598,0.7605224911349339,92723.75027715517,2025-12,20434
1765522800.180386,7,BTCUSDT,10682,13557,0.8706483095758789,1.2728884792283908,0.6320299051987056,0.6329349701939815,0.0003875881585218,0.0012659146419664,0.0610976295691938,0.0188624236385126,0.0109933843900172,0.0081298840021575,0.6955704383324544,72723.05960157765,2025-12,20434
1765526400.180386,8,BTCUSDT,15353,16443,1.0730366591317917,1.1247085717120286,0.6532158823443907,0.6902853183052718,0.000898992387668,0.0004128328996829,0.0600532489404532,0.0490338345330682,0.0198084672394191,0.0330388411755625,0.7556599401284934,111457.25627822918,2025-12,20434
1765530000.180386,9,BTCUSDT,12862,13007,0.879153921971662,0.939148618369322,0.7180382603039283,0.7056112772016605,0.0037493355289365,0.0005984664192082,0.0333872785956593,0.0294410253275763,0.0018168576728669,0.001328543235797,0.752056336739039,90450.43961909138,2025-12,20434
1765533600.180386,10,BTCUSDT,12298,13290,1.017822810195823,1.1541451875580258,0.6607587473987254,0.6403856948713021,0.0004977537447599,0.0004620331079478,0.029830966312447,0.0320122226935643,0.0148799413898473,0.0097991594834885,0.6970028082921472,81565.09764166658,2025-12,20434
1765537200.180386,11,BTCUSDT,11219,10611,1.099239088333512,1.1274547751485802,0.5937155145536424,0.5861700898792749,0.0005443673906134,0.0004487327160692,0.0435700260896753,0.0180936278940692,0.011669224344503,0.0109295951285253,0.6410620747679908,58368.44250741988,2025-12,20434
1765540800.180386,12,BTCUSDT,17460,15604,2.314119100003501,1.617139219738864,0.4777828355467944,0.5355013371998553,0.0718148205546504,0.000491231796708,0.0443605981520552,0.0075109405239879,0.0022100373436956,0.0011933094514656,0.5478610192992572,80653.97263767761,2025-12,20434
1765544400.180386,13,BTCUSDT,16068,15511,1.6319590713529886,1.360919982714884,0.5827527945222433,0.631585889815759,0.0008712739585269,0.0004837740506296,0.0505774497058757,0.0469549871249993,0.0062236526172956,0.0060376261194264,0.6795421101617785,94172.73305539745,2025-12,20434
1765548000.180386,14,BTCUSDT,38780,37824,1.682120485972853,1.4334980531797308,0.8104244469582601,0.8187231434011041,0.0004893855336692,0.0006167657609168,0.0262627260237727,0.0244405319978796,0.0206454703465538,0.0174064916853592,0.8597093878860976,329285.90083747276,2025-12,20434
1765551600.180386,15,BTCUSDT,75948,86815,1.7713047969107238,1.4659899737754785,0.8298711194988277,0.8740483252189456,0.0007366820933501,0.000464871425905,0.0617609279242889,0.0449245599122735,0.0219301545737993,0.0278991012271004,0.9341087483524788,776893.7669973599,2025-12,20434
1765555200.180386,16,BTCUSDT,70978,72624,2.407506735769135,1.4550368631203578,0.8174479646176859,0.8770256797339794,0.0008251871793292,0.0016644754527947,0.0394942421798636,0.0414589762887198,0.0092990629069268,0.0257549076258041,0.9227058442399956,664833.7081196306,2025-12,20434
1765558800.180386,17,BTCUSDT,42769,49634,1.6211469669774403,1.3467100700657764,0.8157562868065635,0.8579173678121673,0.0003444842793862,0.0002821814258532,0.0222118562177593,0.0320941533468621,0.0098157874454485,0.0104960337570905,0.8920368978363394,424818.75018992,2025-12,20434
1765562400.180386,18,BTCUSDT,35418,36771,1.1841104257276494,0.9421831919249132,0.835893125295444,0.8808597476223862,0.0008478621767213,0.000163132505047,0.0273659632652123,0.0363926784885911,0.0088054462075098,0.0139775310761466,0.9196721526157056,329683.8763894169,2025-12,20434
1765566000.180386,19,BTCUSDT,25876,30517,1.0259475231270827,0.8781732983802804,0.8098128527272346,0.860456036615733,0.0004993163836084,0.0005297549106441,0.033466553488964,0.0361200672235128,0.0040672322401108,0.0092660035319271,0.8974026035553272,246669.9260795685,2025-12,20434
1765569600.180386,20,BTCUSDT,25330,27615,0.9949430913041644,0.8550275724039641,0.8168317845910669,0.8535958401025013,0.0006151716839645,0.000555810343586,0.0414676769432428,0.0273103508433208,0.0062359631800127,0.0064140514534928,0.8828511286530698,228765.3643844861,2025-12,20434
1765573200.180386,21,BTCUSDT,10977,11520,0.9392704885764568,0.7415051892429624,0.6487809217174515,0.7403669663276304,0.0010195711878095,0.0004458504978671,0.0412710965548637,0.0286780717957498,0.0039082911623555,0.0056535277311443,0.769423723402785,74434.63678804359,2025-12,20434
1765576800.180386,22,BTCUSDT,8712,7485,0.8307338712150196,0.6666545299058529,0.5866682710239948,0.6555296344692969,0.0033476243281452,0.001400659375136,0.0609762875343719,0.0202898003297986,0.001431485162914,0.010847538402645,0.6777629477123804,43644.48446262101,2025-12,20434
1765580400.180386,23,BTCUSDT,7306,8349,0.7772038028947097,0.8013908326161068,0.5339270798706375,0.6248410391702729,0.0035400631213195,0.00084646122427,0.0740624261170977,0.0247388239606094,0.0021621099470613,0.0085225488465127,0.6508269886295878,38617.721290199755,2025-12,20434
1765584000.180386,0,BTCUSDT,7916,8429,0.9220634195501558,0.7106967958433394,0.48960643380341,0.634991006756917,0.0010098082203092,0.0004518241875234,0.0807232928983097,0.0492727085667265,0.0118871021920945,0.0117668873697869,0.6856304339849826,38982.05423653285,2025-12,20435
1765587600.180386,1,BTCUSDT,5678,7266,0.8234140121926509,0.8149539449868028,0.3954341124087537,0.559770677601548,0.0004698182680634,0.0006056222084803,0.0745039729904955,0.029886429539588,0.0080282697690515,0.0053634806239086,0.5900793265297067,23181.653972796772,2025-12,20435
1765591200.180386,2,BTCUSDT,6579,6541,0.8939315428956609,0.7296708958634416,0.4455147908055863,0.5436006521895763,0.0061181047423952,0.0004162981680201,0.0504101267119505,0.0435477102530947,0.0044994128868978,0.0155539268695494,0.5889707350160844,24651.005794031724,2025-12,20435
1765594800.180386,3,BTCUSDT,6952,6304,0.9530600272050496,0.725601994014882,0.45775693017797,0.5369496549477404,0.0010869624241288,0.0004387537893053,0.0395156314626178,0.0370402793359339,0.0085529341471334,0.0087767363458716,0.5751309338858337,25280.72446787249,2025-12,20435
1765598400.180386,4,BTCUSDT,5837,5585,0.7783229652277671,0.6862329186778527,0.4320521514954391,0.5120002879703712,0.0006319929431765,0.0007794992944537,0.0834485475051851,0.0357129286697137,0.0072309082243947,0.0036769970589146,0.5487665779661597,19153.715461520576,2025-12,20435
1765602000.180386,5,BTCUSDT,4977,5131,0.7170247015152551,0.8516256075742811,0.3585279228185518,0.3852918881513637,0.0059472852666715,0.0022901759534696,0.1173109339429985,0.0099891306832796,0.0015233051042403,0.0023681356628228,0.4762685566738317,9299.710768258225,2025-12,20435
1765605600.180386,6,BTCUSDT,5298,6055,0.7426547417421876,0.903875751290481,0.390177876212339,0.4144551043545664,0.0050201612290048,0.0010321491754382,0.090659069670767,0.0390260036735883,0.005224054577184,0.0112946337445362,0.4848611084890225,13946.59655419769,2025-12,20435
1765609200.180386,7,BTCUSDT,5582,6136,0.817423408326903,0.8574435715990221,0.372229338854523,0.45586469736158,0.0019981645305867,0.000326475755158,0.1065510333098642,0.0341310876645599,0.0007071379467548,0.0018720312967525,0.4905031417992606,14698.820505214742,2025-12,20435
1765612800.180386,8,BTCUSDT,11022,9876,1.0386255639052535,0.7603829367854238,0.610054099230933,0.6789021238239566,0.0024567872571837,0.0011154808948836,0.0414162028486615,0.032771911971749,0.0072469274635649,0.0045989542582538,0.7125814197647239,63314.10636652624,2025-12,20435
1765616400.180386,9,BTCUSDT,6714,7355,0.8038966089391492,0.9406286938827296,0.5170293542411831,0.5128394873772238,0.0010435692080033,0.0011419520968595,0.0419114460585838,0.0185400923156328,0.0076444123212964,0.0082531448573392,0.561638346723924,29244.69882817703,2025-12,20435
1765620000.180386,10,BTCUSDT,9038,7462,0.963729117702434,0.8832384718553156,0.5499897575584363,0.4613068110498405,0.0034778272810049,0.0004600481343864,0.0555652211484262,0.1072104777989486,0.0014072520516954,0.0127309501814962,0.6072199562789358,35246.19287288503,2025-12,20435
1765623600.180386,11,BTCUSDT,8840,10337,1.1429998600341351,1.3013023947061708,0.4240946426528236,0.529577708476981,0.0023056012569891,0.0068894040596773,0.0808777976007141,0.0075730226970731,0.0090691920829103,0.0183675641404493,0.5444315107310099,38908.77557906419,2025-12,20435
1765627200.180386,12,BTCUSDT,14733,13359,2.3129797222060766,1.8809045014701156,0.3796483456921679,0.3262729696849027,0.124108775647283,0.0030706995540265,0.0479252534788686,0.0248907436584165,0.0033195020816101,0.0057479313972299,0.4401954269306776,42224.49141992887,2025-12,20435
1765630800.180386,13,BTCUSDT,11428,11069,1.2557933668871966,1.4047731849383431,0.5298680652764228,0.5152671835267455,0.0010718378995425,0.0090169385084415,0.0486317237379331,0.01934240302179,0.0076307207551096,0.016720212062688,0.583117190121616,51613.73729562063,2025-12,20435
1765634400.180386,14,BTCUSDT,18251,15877,1.3210882454985604,1.529714498712457,0.6584206896463095,0.6374992425427096,0.0009405717449007,0.0024249638033731,0.06229540385139,0.004329345207658,0.0096472151396141,0.027664295818314,0.7245665470395125,111920.27566148656,2025-12,20435
1765638000.180386,15,BTCUSDT,11926,8463,1.1551609800149212,0.9766302215780912,0.569466797312613,0.5735239355664582,0.002748626406392,0.0086175085361436,0.072113816750156,0.0066825547399614,0.0008578646752103,0.0042711845291934,0.642328862319991,50931.885166396445,2025-12,20435
1765641600.180386,16,BTCUSDT,12291,8371,1.0781333511302535,0.864857499564614,0.5404289848674739,0.5885786782365,0.0019215011549679,0.0009820095206455,0.1315839802443268,0.0336287040613901,0.0019345258082317,0.0171958682444119,0.6733826575359212,50042.63034371526,2025-12,20435
1765645200.180386,17,BTCUSDT,9291,7635,1.0703129705243004,0.9304739596530488,0.4727147053584025,0.5072301319595925,0.0026267483531819,0.002653647106015,0.1115944463318831,0.0488576425457968,6.773067812947575e-05,0.0002541179472819,0.5845840963656896,31698.01322352476,2025-12,20435
1765648800.180386,18,BTCUSDT,5898,7181,0.8309224658509091,1.025914344074048,0.420152704386286,0.4448865047988803,0.0028867036070481,0.0030815908228574,0.068711816997961,0.0383167821476271,0.0001430044048136,0.0004651454429546,0.4903649512812896,18739.310264206375,2025-12,20435
1765652400.180386,19,BTCUSDT,6131,6950,0.8637398594795108,1.0502926604732732,0.3940088595223654,0.4257344768536571,0.0006913749145614,0.0007174076162301,0.0946956413589075,0.0279440974692618,0.0014435499940083,0.0020835280111421,0.4888744013423383,17715.282980816188,2025-12,20435
1765656000.180386,20,BTCUSDT,5575,7233,0.8064183937260424,1.0078302298596669,0.3533780607890048,0.453190574764476,0.0005472548752511,0.0005247978102828,0.114948022402384,0.0390956633070423,0.0079003660583511,0.0082298593448198,0.4950533054574836,17323.70748749808,2025-12,20435
1765659600.180386,21,BTCUSDT,12882,12496,1.023380131607362,0.9079438742254076,0.656285039612116,0.6897985141640174,0.0007451130853434,0.0005704694364291,0.0416051504353866,0.0454098124552317,0.0018357728565362,0.0165455894786645,0.7363567171590616,86191.32613504308,2025-12,20435
1765663200.180386,22,BTCUSDT,11119,12111,0.8745312745437215,0.8985302375216184,0.6612647970400164,0.6920318362571236,0.0011493758355348,0.0006787202876665,0.0515489351327589,0.0376677317794873,0.0029811884595859,0.0050597321052189,0.7310027216090688,75152.6771771882,2025-12,20435
1765666800.180386,23,BTCUSDT,9617,8137,0.8866082510477088,0.887415335015897,0.6084792236092178,0.5652577938197787,0.001063354804396,0.0013892001019218,0.0512202647712488,0.0343921670702316,0.0083928479632391,0.0095650011208678,0.6613775886364126,45805.6801486822,2025-12,20435
1765670400.180386,0,BTCUSDT,12536,10994,0.9263942232182456,0.7451230348429924,0.690975552942186,0.7183502038443629,0.0008210744272052,0.0006646463361572,0.0315275491129405,0.0267098048209829,0.007514282815967,0.0120256436755121,0.7490452904772469,83311.39133940943,2025-12,20436
1765674000.180386,1,BTCUSDT,6212,7769,0.7059737162231573,0.658890717913142,0.5414095021709298,0.6377677579186289,0.001363372511807,0.0011380193407985,0.0420567462294327,0.0505414858457248,0.0051571104273608,0.0038328095251782,0.6886174874437341,35166.412186795744,2025-12,20436
1765677600.180386,2,BTCUSDT,5086,6258,0.6727200931129882,0.7493786159408059,0.442680272812056,0.5213837653872502,0.0007334743689557,0.0009588432930068,0.0707768304878029,0.0450095170449502,0.0022685637996658,0.007669066136049,0.5668781347964438,19578.676956819396,2025-12,20436
1765681200.180386,3,BTCUSDT,4405,5083,0.5767356611724163,0.7381976428868152,0.2025954573798865,0.4151299275908803,0.0065845326628707,0.001031324192831,0.3241501691854467,0.0562831569839577,5.633826404106823e-05,0.0005703350254276,0.5269371904270846,5924.169992632973,2025-12,20436
1765684800.180386,4,BTCUSDT,5917,7612,0.7960807206473238,0.7532383207010279,0.4276698483065359,0.5878238761463787,0.0013963944950519,0.0008297688588971,0.08421125187612,0.0508327596236228,0.0024821197606292,0.0024188619954597,0.6387559451412499,26888.00380458361,2025-12,20436
1765688400.180386,5,BTCUSDT,8078,8082,0.986061741964886,0.985289227391656,0.4677220289690747,0.5031465401416395,0.0004562725158076,0.000851261864333,0.0688656199502295,0.0277089973111332,0.030148515850457,0.0234909584671577,0.5611661332090822,31451.0752343051,2025-12,20436
1765692000.180386,6,BTCUSDT,7050,7477,1.0435653526316475,1.170477792222116,0.3556418596947666,0.3951111500006916,0.0012523360679584,0.0015142697757272,0.1053156391895015,0.0151792500398581,0.0269253320065241,0.0045576593689659,0.4641350267889627,17650.739662267788,2025-12,20436
1765695600.180386,7,BTCUSDT,7829,5390,1.204694237811263,0.977946159984652,0.3812345161220941,0.3211335812226107,0.0011060959501109,0.0036246732027275,0.057172334645606,0.0224711875119595,0.0012538425108734,0.0078461052938814,0.438691541587877,13787.034413530584,2025-12,20436
1765699200.180386,8,BTCUSDT,6157,6363,0.8670581589630068,0.8664733938440923,0.3949394498334506,0.48665784689306,0.0006798906963855,0.0007444874628166,0.087748247539268,0.0191314210154146,0.0033679244864024,0.0088147111911835,0.507357724606182,18667.22838702186,2025-12,20436
1765702800.180386,9,BTCUSDT,8169,8260,1.1399276457084375,0.993389257706464,0.4120871820741631,0.5207948059347216,0.0259933146101524,0.0004511722587273,0.0561787517908189,0.0178740633295756,0.0027843777388201,0.0282655105869046,0.5489156489722642,30984.520977028,2025-12,20436
1765706400.180386,10,BTCUSDT,14908,14766,1.572186140064145,1.1606626558618376,0.5319241302165032,0.6453767107483109,0.0010526456855174,0.0005325662797379,0.0575503218172303,0.0494218556989735,0.0224917334136849,0.0297876233708149,0.7011887091042062,82438.24182989432,2025-12,20436
1765710000.180386,11,BTCUSDT,40538,45832,1.6049023813120864,0.9375702184232017,0.7594340801116831,0.8712419490624265,0.0004818276932293,0.0004520247208825,0.05754099795682,0.0402213889094565,0.0206479930021779,0.0337006534747154,0.9185666806517064,402517.84086953214,2025-12,20436
1765713600.180386,12,BTCUSDT,22409,17365,1.248828768352244,0.7468207276517744,0.744051985131303,0.7847522995896099,0.0007269412725608,0.0004311059583427,0.0424307078082653,0.0514538183227232,0.0060656813006967,0.017898995372368,0.8385953541768589,152032.96012700227,2025-12,20436
1765717200.180386,13,BTCUSDT,16357,15249,1.1498122173125307,0.8281765526889713,0.7057687519571801,0.7480832443415965,0.0008307972232616,0.00068959324858,0.0249545931150525,0.0454336639668917,0.0071917687003931,0.0152871006725424,0.795495746178254,113501.71444414947,2025-12,20436
1765720800.180386,14,BTCUSDT,18411,19406,1.2636013265123025,0.8922719533031538,0.6892673998448902,0.7871852120433479,0.0013730116047606,0.0011393220640824,0.0459698402464467,0.0387144642038452,0.0059824358731098,0.0125490132501876,0.8269969318022876,139461.86627828912,2025-12,20436
1765724400.180386,15,BTCUSDT,16706,14286,1.2604138461063676,0.7735136297407391,0.6833815635351078,0.7495156185686911,0.0005621218764946,0.0008539655162105,0.0352646184229494,0.0454890619397904,0.0075248588885717,0.0095612049091999,0.7960922411127844,109039.9288198488,2025-12,20436
