window_start,utc_hour,phi_SB2,phi_BS2,phi_BB1,phi_SS1,eta,mu_B,mu_S,n_B,n_S,month
1770138000.0,17,0.03432589067298296,0.02076567458999865,0.7969634602266882,0.8750893819377723,0.9054941027587211,3.2754971189699638,2.1327708792103404,87453,89226,2026-02
1770141600.0,18,0.06482336988011911,0.02014555431770639,0.8032198145893523,0.8752987947451828,0.9293416043857631,3.9185751607213595,2.5310012351935267,145959,133964,2026-02
1770145200.0,19,0.05418435045847082,0.02903681570963171,0.7832603316895486,0.8237082717262304,0.9138177192256629,1.9778540406901228,0.8470241445171743,123908,99166,2026-02
1770148800.0,20,0.02476442270310471,0.028790610380505396,0.849962272607706,0.8604274088934263,0.9317988844771982,1.9174483868880725,1.0619201043524849,94931,76944,2026-02
1770152400.0,21,0.015306801469969563,0.016929528867557792,0.8156791889196215,0.8392665166485398,0.8903899453640195,1.438934702409114,1.2967773542637895,39235,45706,2026-02
1770156000.0,22,0.018159497305221307,0.010405960066728804,0.8043402532198668,0.853120018825131,0.8866322139488954,1.4500250345740693,1.0924773156831022,37649,37331,2026-02
1770159600.0,23,0.025512287363459066,0.026011227676345214,0.7843395975670774,0.8011569790006271,0.8679279794554852,1.3129942428054493,0.9334982048473786,30375,29167,2026-02
1770163200.0,0,0.01630069951129952,0.014789324679609934,0.7777532090187274,0.8071388289795607,0.8536993719329419,1.582109797523387,1.1289348421753833,30055,28153,2026-02
1770166800.0,1,0.02600954361072477,0.014432325601419401,0.8085909047064928,0.7974088854641895,0.8729320442824742,1.3962541733156537,1.0729144723893964,35370,32510,2026-02
1770170400.0,2,0.037592297783816175,0.011346979765434655,0.7514306301598266,0.8194596679501016,0.8581562922667118,1.3956448277666622,1.1849541990154815,29753,31521,2026-02
1770174000.0,3,0.04823585529201167,0.024813628766404465,0.778241563589036,0.7599832868575104,0.8686985512297777,1.1547023129740317,1.1739201316916283,35260,26421,2026-02
1770177600.0,4,0.02909859054012878,0.010246230952548611,0.6514425475080665,0.6891766963897997,0.7616130731955859,1.101264447944367,1.2529912010496167,16892,18751,2026-02
1770181200.0,5,0.052249194759853526,0.0037351038577127073,0.6746405796032647,0.7011629599442718,0.7554081203630343,1.3100965008733911,1.3305514176782955,22261,18621,2026-02
1770184800.0,6,0.029067387067399236,0.01702058544547496,0.6908206792194197,0.5671343317257895,0.7640576159686188,1.079216347792891,2.0927288350583377,18522,20126,2026-02
1770188400.0,7,0.01857493469974195,0.013226097860660662,0.6816483422065016,0.7534943722799038,0.7827650444103603,1.3696999135604107,1.1944598828868613,21040,20471,2026-02
1770192000.0,8,0.007242349123232311,0.010480733725965414,0.7516305146700354,0.7631094192651986,0.8092753622922509,1.2873569531158167,1.4990726558173324,24665,26596,2026-02
1770195600.0,9,0.010419545802720982,0.013677625116203705,0.7043706364861145,0.7837606747215318,0.8216677833023479,1.2558567444463618,1.1628473543826954,18335,24569,2026-02
1770199200.0,10,0.007674077933906622,0.009950122080563516,0.694718728485702,0.7364823772324133,0.7768355072607036,1.1187593494470864,1.0089338339548362,15043,16821,2026-02
1770202800.0,11,0.016874085510227142,0.015145174172450579,0.744370256119161,0.7968562671887492,0.8439991492718949,1.567775509214068,1.2798821727015806,29686,32672,2026-02
1770206400.0,12,0.010721709393883484,0.014658143185296891,0.7069393203643005,0.7780713829677546,0.8334465558169094,1.494801485566564,0.9545290703014695,22348,22514,2026-02
1770210000.0,13,0.020229611529071156,0.0167484704040241,0.7239220755195456,0.8470652683603679,0.8843692747554636,1.6288194219048888,1.286976958157204,31782,43951,2026-02
1770213600.0,14,0.03867953382770282,0.014571976308494923,0.8221217619363457,0.8781052581098276,0.9263792096575879,2.510871603717101,1.8346016953042263,81208,87301,2026-02
1770217200.0,15,0.011723284624289123,0.03695015010806479,0.8119822569113637,0.8656653002303045,0.9400264111278094,2.477231356532059,1.1764733412929402,117820,119208,2026-02
1770220800.0,16,0.03170815903612492,0.010728493125791518,0.8245094829183486,0.8724412870022175,0.909161451186599,3.2234970440331323,2.202239891718864,101888,96418,2026-02
1770224400.0,17,0.03306738979842003,0.04107859448068992,0.8164745213798877,0.8409711797783775,0.9570314894771994,1.5022688711616403,0.3445193849667558,122136,130764,2026-02
1770228000.0,18,0.016081723281426683,0.05161447878269796,0.8397235484482084,0.8542194004082169,0.9337479207821561,2.354022373593505,1.492186293070839,103154,119532,2026-02
1770231600.0,19,0.024177319047184606,0.025928840550881932,0.833096760419199,0.8620854495854502,0.9228107716380173,1.915361951012472,1.064422049695397,59564,60454,2026-02
1770235200.0,20,0.008841581123180453,0.011004716209883103,0.7892373998246314,0.8318702548268712,0.8885014677264632,1.5868983938085552,1.1849303615657607,31467,40731,2026-02
1770238800.0,21,0.029133050867958758,0.020233560156422362,0.7581009750753813,0.8379958052642332,0.8988650513449332,1.7415027090188415,1.1152791438850191,37406,45143,2026-02
1770242400.0,22,0.018176445093527147,0.011273488634971818,0.8209319214816475,0.8360681730750206,0.9071461290135244,2.1969166838888925,1.684781021709883,66373,72166,2026-02
1770246000.0,23,0.017364837784884266,0.013844067781680729,0.8174060077718291,0.8405567215744602,0.8966312476033039,1.5859451467531036,1.1150938142894353,45158,41818,2026-02
1770249600.0,0,0.010924969593325867,0.015913957746020873,0.7887776507386441,0.8517897677437167,0.8873002706969927,1.6407524924723784,1.0356954520637784,36007,37477,2026-02
1770253200.0,1,0.02050163572842929,0.02724676005964282,0.8420216655996791,0.8807802273256965,0.9353987260695652,1.9335213512699854,0.9752548294363744,70064,71254,2026-02
1770256800.0,2,0.03163009068111718,0.025685733178039117,0.8331149409357781,0.8769110502804023,0.9306890849651434,2.034216771503936,1.386867338657472,89944,88520,2026-02
1770260400.0,3,0.026237873954017155,0.017742915365142452,0.8230934906120361,0.8639296739069635,0.9184502663039164,2.6419751161046916,1.558499622720579,76882,75374,2026-02
1770264000.0,4,0.030356306343234173,0.03111238815829768,0.8131083071050097,0.84093382472065,0.9028060550481379,2.696363151901344,1.9027361304221955,80486,84893,2026-02
1770267600.0,5,0.04450824843977236,0.035792911806133886,0.7876034244124959,0.8403191704459936,0.9008183995636746,2.794202551007375,1.9372962846522293,77050,81839,2026-02
1770271200.0,6,0.02833328823252944,0.028182591887163586,0.7846805269951106,0.8100886586299885,0.869142940278548,2.5973798555975183,1.9463396249608753,56205,56720,2026-02
1770274800.0,7,0.026210565557839585,0.018640544395038764,0.7873194672029343,0.8102460187194528,0.8607249520771569,2.2790268088620387,1.8483508948223195,53627,55321,2026-02
1770278400.0,8,0.01971081918989054,0.01254475938451694,0.7877611260649598,0.8236367635930884,0.8594198232779364,2.099051838541948,1.7058901943104883,47110,46112,2026-02
1770282000.0,9,0.01929712901545826,0.02145020949244188,0.7981270008180704,0.8103050680159576,0.8661243925793006,1.9970519718529776,1.5968488770331304,48362,46662,2026-02
1770285600.0,10,0.018741399347646345,0.01466285730371168,0.7293696711564079,0.789778366382641,0.8395420792161126,2.0567164875055965,1.5912981266147361,36749,39707,2026-02
1770289200.0,11,0.04048758155668749,0.03770472713427674,0.7859008437625958,0.8329593443281594,0.8968442363219602,2.7234160902033855,1.9518248552138635,77956,84081,2026-02
1770292800.0,12,0.051233576085329476,0.0164023314943389,0.7755765222324115,0.8284434932361623,0.908218858998918,3.3415819408658036,2.743910515499126,103972,113757,2026-02
1770296400.0,13,0.019364857236957096,0.031045201685045862,0.737593911535599,0.8202552830035402,0.8697853538157699,3.9125604380401917,1.9755482761275267,65922,65916,2026-02
1770300000.0,14,0.035360425362239684,0.01601992006904051,0.8147707214059404,0.8518844538381698,0.9076014167414043,3.6306279529194665,2.3526985992092273,107194,101027,2026-02
1770303600.0,15,0.040680650381096785,0.011647848841645481,0.7768697172721052,0.8165453383141535,0.9923971941797267,2.0091991248722607,0.06225637320634396,208900,218463,2026-02
1770307200.0,16,0.0284616275439432,0.05545211532220172,0.7843978724324981,0.8393747033499603,0.9370078131685321,4.74099746031238,0.7329279214286768,123109,119032,2026-02
1770310800.0,17,0.029251823837563296,0.010332283056200776,0.8014959633380119,0.8556432270085855,0.9963567646407581,1.609379998815615,0.04308849018569623,137826,143968,2026-02
1770314400.0,18,0.04342168573287808,0.012779458269272879,0.7857331171108051,0.7975946988440191,0.9004814859592745,5.114291650625665,3.3265911434413855,126616,122786,2026-02
1770318000.0,19,0.00017472602387725273,0.061424691547369986,0.7746591031461143,0.8317019066249194,0.8890668765181685,5.966735263180092,1.011794606714528,100348,87859,2026-02
1770321600.0,20,0.0619929466764117,0.0508523892639757,0.781448724119838,0.8404113643711263,0.9828938820884854,0.3475374763326042,0.0707376690771203,203218,228880,2026-02
1770325200.0,21,0.12694843304542916,0.03081098991034528,0.8030527171131112,0.8478230196336672,0.9622295311411418,0.007974915551753394,2.2030150290087205,173369,171910,2026-02
1770328800.0,22,0.057108178713260675,0.04078577365028251,0.7910355451711791,0.828440346049713,0.9179972843932677,3.806723240128248,2.1215754943302354,121475,108684,2026-02
1770332400.0,23,0.028698707918294472,0.03754312689380621,0.7783359310520975,0.8529012190023038,0.9050984936863153,4.925876068512204,1.940869702024658,99183,96950,2026-02
1770336000.0,0,0.05398169926857895,0.06524972344545286,0.8196665826789055,0.7868044338282882,0.981028446821246,1.7065581737351292,1.5988923005373714,330202,307684,2026-02
1770339600.0,1,0.035268536703460786,0.032297262433423464,0.8095883155069258,0.8104910926543202,0.9698260919571391,0.9802832968104515,0.7374057567215887,154273,141916,2026-02
1770343200.0,2,0.0378597091724372,0.0184185480341465,0.7854986331674196,0.8174713821290609,0.8915063944241173,3.5432235741940423,2.8618702637876714,101004,103547,2026-02
1770346800.0,3,0.04614273352813513,0.01518827290810513,0.8205563150397411,0.8250385340985074,0.8664119361335273,3.453870318772745,2.817747430212446,99773,75009,2026-02
1770350400.0,4,0.02967429863540437,0.016593781342143402,0.7617783156680477,0.8093597428952255,0.8429887611042987,2.8054595633388146,2.263030647789045,58154,55026,2026-02
1770354000.0,5,0.024130286790517378,0.03721861429838333,0.7903119780985861,0.7974991216672939,0.876718400520184,3.034513967080987,1.93301272008945,74610,62878,2026-02
1770357600.0,6,0.021404770177639615,0.042768777170290984,0.7970069564476786,0.8387883315012579,0.9035720823898611,3.191607204333766,1.531880743513083,83545,79712,2026-02
1770361200.0,7,0.032826157384165916,0.03621521243806741,0.8018333130970501,0.788208706834223,0.8723929575500327,3.1378505628921705,2.07950359258536,80353,67059,2026-02
1770364800.0,8,0.03578611656567969,0.02463288276249148,0.7945934626723702,0.8230458604471153,0.8866142788383733,2.7040722055776762,1.7934751555068877,71587,65327,2026-02
1770368400.0,9,0.033226354834324255,0.023947249153222983,0.7776789559505485,0.806078771221718,0.8641461072861014,2.9559556157712987,1.9267949177006858,65918,53484,2026-02
1770372000.0,10,0.023508772521647105,0.017376578693835926,0.7575462134892236,0.7804040399514472,0.8208711005586665,2.8140430171414805,2.465647669261636,53955,51231,2026-02
1770375600.0,11,0.026123787718241184,0.03644053897144556,0.7521802733537357,0.7614671047453655,0.8260041761693517,3.0568857899273425,1.9213556509743606,56517,44913,2026-02
1770379200.0,12,0.026845115886490026,0.01917224588099464,0.7368625068875869,0.7651896507001994,0.812825982152144,3.0910781320418628,2.366130340673883,54185,47290,2026-02
1770382800.0,13,0.011734837622904554,0.051473241309499,0.7597867772360891,0.8683237251727383,0.9172831590674073,4.583574654304286,2.308234491234058,96644,173384,2026-02
1770386400.0,14,0.013352507045901688,0.03840260465265729,0.8856532329447959,0.8941024259581662,1.0179719149090658,1.5660664761245489,0.944950985891175,153517,298051,2026-02
1770390000.0,15,0.033197748898091316,0.08330368512306305,0.7994049156932114,0.8774491463137172,0.9307937630613532,3.6907220430726206,0.8602869550857732,155556,164729,2026-02
1770393600.0,16,0.03465294513896772,0.042856088984867285,0.7837203646693301,0.8249926226227962,0.9062952261908919,4.773633346464863,2.0607641240994106,124801,101981,2026-02
1770397200.0,17,0.040996520033364695,0.02781343698910811,0.7529541678367272,0.7916592110551228,0.8540825700053399,4.809074546131812,3.141456241591569,103268,87607,2026-02
1770400800.0,18,0.05649079394126336,0.03961430233817592,0.7855750618345944,0.8235539375450671,0.8862525229327041,2.4324170083454573,3.0500985245548864,77581,90223,2026-02
1770404400.0,19,0.027734562043813697,0.028880848476564868,0.7758305757542274,0.7717321737345486,0.8397088221051572,2.492174663076918,2.0302635769492086,54931,47189,2026-02
1770408000.0,20,0.032037811117553675,0.030226397477039566,0.7734092358995983,0.8173353194908691,0.8983839566189672,2.0794407030749804,1.8144098259570378,55302,65597,2026-02
1770411600.0,21,0.012548856994255748,0.015065147420742627,0.7502241587219111,0.7638454833461913,0.8480482244687046,1.9144557074680213,1.3962331769343885,36121,35788,2026-02
1770415200.0,22,0.022342652926123405,0.023893384097362656,0.7904308341790178,0.7558157865490975,0.8425677393535119,2.416036004566181,1.4827919318416178,53634,38330,2026-02
1770418800.0,23,0.03506815516209717,0.02913306847206465,0.7538824222665739,0.755545057084988,0.8457373192402445,2.317924079512981,1.6853893717075985,45235,43609,2026-02
1770422400.0,0,0.02541128081726683,0.04468106741958796,0.800597219147486,0.8431590199550882,0.8962131440494518,1.9130811462345478,1.9827455581099593,57935,75347,2026-02
1770426000.0,1,0.01698350310047642,0.025646150264220235,0.781908083136699,0.7955352771458973,0.8647115316862782,1.7558742516834356,1.2246569727050192,38180,36321,2026-02
1770429600.0,2,0.012634447611007842,0.01573364369654828,0.7517220749356605,0.7885680520853345,0.8482319688131688,1.4414102621247473,1.106837374908063,27166,28488,2026-02
1770433200.0,3,0.016799069616778208,0.011057972604168652,0.7812100833786508,0.8035869190532772,0.8636137744568876,1.6146577684225705,1.0982829112657297,34518,30668,2026-02
1770436800.0,4,0.013971612955164643,0.024238795929386856,0.8172364314837032,0.830405723799192,0.886475991370715,2.0373462788747663,1.4779481062454205,52801,52596,2026-02
1770440400.0,5,0.02313822238138099,0.01773378090908147,0.8203505651378183,0.8715655315747942,0.9091172444389514,1.6666852104108318,1.1187300256581658,49583,49365,2026-02
1770444000.0,6,0.03630674399602341,0.024542193402899502,0.8298873527215241,0.8905903782418634,0.937198416227954,1.4664573495631246,0.928080140561399,64943,63339,2026-02
1770447600.0,7,0.026093677880443884,0.04344376338151026,0.8540695418375254,0.8700528829125851,0.9473475211250285,2.700157512544997,1.6536407267151523,142412,147344,2026-02
1770451200.0,8,0.021063160920503855,0.014743916949941387,0.821875771527913,0.8890881839667709,0.9149254722168645,2.170296206277013,1.267575204261246,67814,65095,2026-02
1770454800.0,9,0.00017621740265701474,0.00787358251256204,0.8078641363139818,0.8748767688372909,0.8855827015305674,2.443364572003461,1.4890407782496358,50962,46703,2026-02
1770458400.0,10,0.015198334278987207,0.013433772156158595,0.7842883048084827,0.8614800963339947,0.8749313302190423,2.075271045573031,1.2521122592023908,43591,40384,2026-02
1770462000.0,11,0.027448730768554086,0.007240428058715655,0.7615781867608327,0.8539005721926126,0.8863518297909958,1.6117475510666226,0.9921965958748035,31705,31745,2026-02
1770465600.0,12,0.02609412175458003,0.030137597697741682,0.873172899971884,0.8896505316065735,0.9529778544134088,2.0918770182730704,0.8906918563515127,104461,108361,2026-02
1770469200.0,13,0.015419536734830354,0.017878306913521647,0.7994403386660419,0.8652489681828756,0.8897297908309418,1.7354540984970466,1.1726668489807313,40316,44463,2026-02
1770472800.0,14,0.02500637556589892,0.0209242673623548,0.786612966656547,0.8487104935453245,0.8863125654499849,1.6885688734000623,1.4190793206501726,41895,49424,2026-02
1770476400.0,15,0.02111708337322249,0.0248304661339047,0.8625936240328521,0.8610389879957563,0.9219183899898291,1.7093298571787563,1.5789445697788007,70327,64518,2026-02
1770480000.0,16,0.05925764023950931,0.019863646227701055,0.8526714201773783,0.8450716398483493,0.9824863468180853,1.4468998497915349,0.8228816291377256,136126,136768,2026-02
1770483600.0,17,0.021908707807167773,0.01656451662481508,0.8287357779732413,0.8490666189220909,0.888037846202593,1.6304255657529956,1.1895740949078895,46596,41700,2026-02
1770487200.0,18,0.02523850455140458,0.014509973306598103,0.8226694910688203,0.7941288087024064,0.85630442742609,1.4571909106140235,1.0615082386051897,38433,24785,2026-02
1770490800.0,19,0.0092034740262773,0.007586951754745943,0.7442551637255364,0.771653125071973,0.8102948228479966,1.2233426369317415,1.0108953850454008,20403,18785,2026-02
1770494400.0,20,0.003143315485553693,0.017203078080438337,0.7342724919641738,0.7411014586042599,0.7838831535610028,1.0736532307166766,0.8932874142006023,17242,15774,2026-02
1770498000.0,21,0.014620381420686447,0.012576692822745383,0.7178849981830144,0.7680453386970858,0.8081263439836277,0.9715096417043342,0.8362500336659839,14936,16313,2026-02
1770501600.0,22,0.0010136030200973785,0.004774483251235937,0.7288187977198999,0.7588386025791629,0.8089855599053968,0.9734525176535198,0.8844656522288499,14456,17694,2026-02
1770505200.0,23,0.012974553481952334,0.022415396803124155,0.7715177747938711,0.8586291017916196,0.8768959264866021,1.1018052598366606,1.0774228241413761,22172,34625,2026-02
