date,slot,phi_SB2,phi_BS2,n_B
20489,open_1430_60,0.03291440723720657,0.04164230177303678,175845
20489,open_1430_30,0.0062743907186391225,0.012425158403940328,67731
20489,plac30_h2,0.03522329427949999,0.030101919913622568,44076
20489,plac30_h5,0.025481537376209312,0.01942908317954189,38371
20489,plac30_h8,0.01709108745145261,0.01114734339781057,17865
20489,plac30_h20,0.09793218424805339,0.04391122472317267,114882
20489,plac30_h23,0.022976267890234495,0.03661524042507563,49897
20490,open_1430_60,0.02582609802232424,0.027616311222032834,195383
20490,open_1430_30,0.013998097800983593,0.02068501261845869,111159
20490,plac30_h2,0.05037097474605187,0.02250151777610595,50010
20490,plac30_h5,0.02837794183099736,0.04865495167896051,41183
20490,plac30_h8,0.03297334905829017,0.027192307391139543,34803
20490,plac30_h20,0.0301078356491094,0.02882194675465311,30900
20490,plac30_h23,0.021336783138905847,0.03005273182330439,16146
20491,open_1430_60,0.02937107968528097,0.022204228047261843,66294
20491,open_1430_30,0.025772228000783617,0.015001479306389698,26914
20491,plac30_h2,0.013589041952432343,0.012257793531801012,14001
20491,plac30_h5,0.024384719358485074,0.01472383341315364,25178
20491,plac30_h8,0.018493179707027293,0.014162673975451867,25239
20491,plac30_h20,0.008912215508306781,0.021775103393656882,8817
20491,plac30_h23,0.007690430241555167,0.01445667664271227,8839
20492,open_1430_60,0.021124728054541318,0.026953599273531068,28412
20492,open_1430_30,0.010226947349851552,0.015439433119672254,10198
20492,plac30_h2,0.009352705827721894,0.02125096612715785,9097
20492,plac30_h5,0.0076960513330889225,0.019207664874651986,5454
20492,plac30_h8,0.02292324892254373,0.031282723795591376,29199
20492,plac30_h20,0.02497476941525736,0.01121831689033662,8958
20492,plac30_h23,0.032561507110929186,0.03261921942776784,38544
20493,open_1430_60,0.0281349330529915,0.0378117327206888,95285
20493,open_1430_30,0.03668848562234198,0.028421385532861596,62036
20493,plac30_h2,0.024568391547468975,0.01594457958433906,23706
20493,plac30_h5,0.005096562467840042,0.00880275833473244,11731
20493,plac30_h8,0.04384841315949358,0.028410907640165746,29723
20493,plac30_h20,0.014030771651676249,0.013468658095626716,16147
20493,plac30_h23,0.015210423668636222,0.0013164028163726962,6895
20494,open_1430_60,0.04185614045847259,0.0232551379714632,90091
20494,open_1430_30,0.049044367917189656,0.03295744359462718,52426
20494,plac30_h2,0.007987490465861032,0.027613598309189216,9031
20494,plac30_h5,0.022807367780255567,0.022171515031884702,13239
20494,plac30_h8,0.014346616080558209,0.020795607789447692,10354
20494,plac30_h20,0.018339078754383474,0.00609629521150253,12913
20494,plac30_h23,0.00286717823144513,0.011093915787230338,6039
20495,open_1430_60,0.06146125852494276,0.00430566314107727,133627
20495,open_1430_30,0.03062544906908709,0.032256274197900246,64017
20495,plac30_h2,0.022042773435467088,0.015597461949704126,8851
20495,plac30_h5,0.026570485900540362,0.017563567481300755,13463
20495,plac30_h8,0.019660851793710618,0.018438096973233512,12460
20495,plac30_h20,0.015402403944624124,0.013322454364850304,14136
20495,plac30_h23,0.018472425158957275,0.01298858561372671,11976
20496,open_1430_60,0.031449476511511844,0.020502948659302866,84950
20496,open_1430_30,0.023992917695935576,0.010396956327488506,43631
20496,plac30_h2,0.017419040503726866,0.009859983478984627,12236
20496,plac30_h5,0.009247066797507177,0.010169186752779147,14241
20496,plac30_h8,0.016953653892252955,0.023117963754245144,11476
20496,plac30_h20,0.013930120283104074,0.006822135466098854,23256
20496,plac30_h23,0.008043300387603947,0.006158581772806119,11948
20497,open_1430_60,0.02972841578678605,0.0162542915712921,117483
20497,open_1430_30,0.02131378224611842,0.021626769552421612,57927
20497,plac30_h2,0.009250509403006531,0.01881217432902649,12249
20497,plac30_h5,0.003132250134820459,0.007942837078245049,9069
20497,plac30_h8,0.013863252804483462,0.012929950867005567,15321
20497,plac30_h20,0.008332277775216317,0.010302106056190105,12745
20497,plac30_h23,0.012307406480410564,0.01135500217664327,5110
20498,open_1430_60,0.013097455754614896,0.012344520214589389,31276
20498,open_1430_30,0.023812646838737885,0.013219370258313263,15828
20498,plac30_h2,0.010454387945902635,0.008405192823964732,6518
20498,plac30_h5,0.0021206767689926063,0.013337380046366002,4842
20498,plac30_h8,0.01964239673544493,0.028300217346598787,17413
20498,plac30_h20,0.007394738362043255,0.012629011613261368,5963
20498,plac30_h23,0.005614114279945962,0.018953315571788285,4791
20499,open_1430_60,0.012823488364175909,0.012173554899328715,21326
20499,open_1430_30,0.011883594482080621,0.01304799896590934,10650
20499,plac30_h2,0.005854349506273951,0.003642862795169999,7647
20499,plac30_h5,0.007808925562397593,0.020037397680949736,7027
20499,plac30_h8,0.013761499250158323,0.02041919869632178,15560
20499,plac30_h20,0.0035130835110030994,0.0072380387506287775,6469
20499,plac30_h23,0.009828880165204184,0.00945943326959018,9895
