window_start,utc_hour,symbol,n_B,n_S,mu_B,mu_S,phi_BB1,phi_SS1,phi_BS1,phi_SB1,phi_BB2,phi_SS2,phi_BS2,phi_SB2,eta,loglik
1764583200.180386,10,BTCUSDT,15938,14296,1.9112816127858157,1.074518633098537,0.5281309501441432,0.6724156332914203,0.0006375343186865906,0.0011489097448536213,0.03242779706677057,0.041058221294685934,0.013142772814622517,0.00676953125936692,0.7141841443629143,83915.87654550458
1764586800.180386,11,BTCUSDT,18617,20936,2.067154447918822,1.287790372369339,0.5561921927842068,0.7278929239485873,0.0005182653895856032,0.0006428800050835696,0.027252105169656832,0.03451141380560809,0.016060362794609234,0.017036129244937494,0.7640273786278318,129786.37047630163
1764590400.180386,12,BTCUSDT,45424,51848,2.3274010459706713,1.8816366182014927,0.7022331605782108,0.8130807711271107,0.0004150752152985459,0.000549306158981968,0.06954450974013682,0.037683682196598456,0.02996598372412804,0.034264659942204664,0.8624317217895958,410919.34968708403
1764594000.180386,13,BTCUSDT,44824,40611,2.5013068294024072,1.7394731641926604,0.7708856342417576,0.770088279637304,0.0008032544141686099,0.000511230571644239,0.023874220812300073,0.04179573772128275,0.021029728972425416,0.014630958313966961,0.8234194084860439,354246.60958025325
1764597600.180386,14,BTCUSDT,54777,55175,2.7753057336929348,1.6911958030871959,0.7723884624509398,0.8216613890582749,0.0004134599225712836,0.0003778472601960525,0.021310025956045028,0.05683401917938864,0.01815997057813055,0.02793619173414657,0.8842998345289429,483086.4564020194
1764601200.180386,15,BTCUSDT,88583,88931,3.354333508249532,2.678543718152604,0.764815618592284,0.8393375997121448,0.0004573553015622006,0.0006187597416519903,0.0496556088795299,0.02900708133279293,0.021398769951716468,0.043738501032373596,0.8825791225359865,798111.2988981209
1764604800.180386,16,BTCUSDT,64698,62722,3.2558484298967287,1.7932848188462607,0.7614186860848122,0.8319639228955364,0.0011312895596153729,0.0008739865953307914,0.023411928788071586,0.028994906908872086,0.02672924265780657,0.04161657494383629,0.87420442839767,557213.2284101321
1764608400.180386,17,BTCUSDT,38069,36538,2.065509219607916,1.4448138054352357,0.7654824782330089,0.8064931879401613,0.0005315332198122494,0.0004158294649797849,0.028154465853333994,0.02728968513964856,0.019095265713029993,0.018014932753221417,0.8413624087941384,307950.49941430433
1764612000.180386,18,BTCUSDT,36836,34078,1.7485859708175073,1.6322630937613591,0.7760469368529306,0.7831488169248716,0.0002555678444726507,0.0014211399063671392,0.031927820085908214,0.025815085842518435,0.014099747506719005,0.022187712528717197,0.8268855489046169,292255.39916568267
1764615600.180386,19,BTCUSDT,31670,33519,1.7268382543026928,1.3618472067185314,0.7558388194142678,0.805340142921713,0.0005796074227057697,0.0005691835208666622,0.033009795144609416,0.03437621998128487,0.014897325764134283,0.016246009295856748,0.8444010805165515,262940.465277956
1764619200.180386,20,BTCUSDT,39882,39684,1.638038873828882,1.2815521523270346,0.8133061030715517,0.8193357281182349,0.0010550864313850468,0.0002583983500577768,0.027577454785239673,0.04292100961355185,0.019936194041826682,0.01763719206709643,0.8737028060660021,352776.3881346966
1764622800.180386,21,BTCUSDT,34416,32672,1.4608128903785769,1.266230763447754,0.8001965275746271,0.774099026723744,0.0004872700165817662,0.00042811635722494253,0.030390972864912904,0.05763249130283787,0.025849845242016455,0.01951819932294514,0.8540866898079351,292822.5403686819
1764626400.180386,22,BTCUSDT,23507,23177,1.330342751245554,1.1385749206425586,0.7517442258747085,0.7507595964296272,0.0006414270973053275,0.0004758861530743292,0.030619168695441727,0.05447751548862322,0.016497549130916958,0.014577191305941786,0.8135181657366997,185396.14041201357
1764630000.180386,23,BTCUSDT,15558,18350,1.1982468958509311,1.2842832501217385,0.652226852772033,0.6990992754296199,0.00048665988768631466,0.0007524737504814636,0.057396829449259286,0.04055789693854261,0.00960513140028669,0.009936445460819355,0.7428989314605946,109554.66734298745
1764633600.180386,0,BTCUSDT,21261,25127,1.2872739286228283,1.7611977738004094,0.7179591704189014,0.7013439566520716,0.0002701056966858605,0.001105622716905033,0.05004775421268587,0.03329015807848006,0.014141778905897648,0.010676637075937651,0.7724922149052307,160604.98560441492
1764637200.180386,1,BTCUSDT,32653,36443,1.422397618991198,1.2450847053750644,0.7780197942948283,0.7842206599998208,0.0006263342500339919,0.0005702071637991584,0.03303873811393839,0.055040989016124836,0.044704919703409264,0.028580716745975263,0.8641511394456363,283637.2526076861
1764640800.180386,2,BTCUSDT,24457,22816,1.888440971739154,1.0648756651423033,0.6878364215269542,0.7837819143185282,0.0005096550679444478,0.0003739001662510272,0.02429627793953151,0.04412003386263756,0.007662642487603235,0.011200256340894176,0.8287132963255334,173929.544126411
1764644400.180386,3,BTCUSDT,20059,21059,1.4040328043641725,1.1105558295211104,0.7101479311388188,0.7621636340967299,0.0005992813490262873,0.000513957755200126,0.02090259542243845,0.027459575658219108,0.018222853510111728,0.017634034563809107,0.7949674003945292,157319.07325635813
1764648000.180386,4,BTCUSDT,20659,18689,1.3047079850471854,1.0510651433016756,0.7218199489816053,0.7332640647571744,0.0005538037534981718,0.0008395615299370938,0.03473341557186089,0.054338459741946746,0.0069973057048413985,0.01873899360331265,0.7917972851892069,143090.04963783253
1764651600.180386,5,BTCUSDT,16674,15979,1.4392335557190643,1.0571951019453982,0.649290881705454,0.6980755218782143,0.000522419679979025,0.0005344987448008439,0.029059441379636716,0.04998045487687329,0.014012775516433118,0.010778950409066956,0.7503402301794007,105025.41865690154
1764655200.180386,6,BTCUSDT,14174,14715,1.3727472548542285,1.1803538406685146,0.6160690769631862,0.6466322629677045,0.0008437191260670911,0.000627477425495645,0.021185032503282606,0.048625287436718276,0.017413772411936257,0.011633347130344349,0.6988894275112245,85284.6828414246
1764658800.180386,7,BTCUSDT,13583,14388,1.6653034949952075,1.3174094674595602,0.5203369257400129,0.6106858105875616,0.0005901403323029597,0.0004884637939719227,0.02351792232985081,0.04415603618226218,0.01671193692119266,0.01445061560563769,0.6571238229780283,69471.21739653124
1764662400.180386,8,BTCUSDT,19360,26060,1.47228059288759,1.3296089592417701,0.6825380440367991,0.7863739381183181,0.0008497489925459619,0.0007807860704449061,0.018649536385280954,0.025037195722297904,0.013098019134619946,0.019056627583803963,0.8138666705821628,181514.12383414438
1764666000.180386,9,BTCUSDT,24388,19269,1.5789626010724576,1.2651604572009436,0.7324392267937793,0.7200131701866691,0.001619944494007456,0.0007331327369539191,0.028298745194050543,0.03577227706794042,0.005870582632835481,0.007885475165843009,0.7666694317621929,162069.84463393438
1764669600.180386,10,BTCUSDT,22963,18215,1.3563464990375944,1.0754357301075574,0.7354548050680739,0.6985588885210359,0.0014926131420383206,0.0005877531577084498,0.034276808382867265,0.056428133677360694,0.024274176057587325,0.022706530187123007,0.7879438762790135,153378.01417840834
1764673200.180386,11,BTCUSDT,23531,22049,1.8353479689302483,1.3088931966414994,0.681439972545389,0.7337334594175191,0.000502158219854322,0.00036821162153408306,0.02336866149419477,0.03571172034244793,0.016139161689841044,0.015809673771772465,0.773371797946076,167352.52391694946
1764676800.180386,12,BTCUSDT,18497,18346,1.562254165191474,1.3188440626712539,0.6474607880678684,0.6963195555732494,0.0011564684512726676,0.0004336473811408239,0.03441686765113271,0.030384786293013534,0.012507501783937754,0.012973295095967426,0.7304740087549848,124112.26733468863
1764680400.180386,13,BTCUSDT,34597,29258,1.838918493561066,1.8030902396782753,0.7480776937675415,0.7178444070669053,0.0005936909719916323,0.000563451790397848,0.04896231361082936,0.04577554316850197,0.020596037804237154,0.018457491182327482,0.8064503478226572,246236.33515931276
1764684000.180386,14,BTCUSDT,63399,67383,2.641969386787696,3.5703789425919013,0.8199624663634674,0.7317004820850679,0.0009738635551812673,0.0006306467260489317,0.006627146528504745,0.046703606122363406,0.03524333747504638,0.01932265860763264,0.8385955218239824,564544.2886828237
1764687600.180386,15,BTCUSDT,96042,107968,2.27322111142014,4.202182045615579,0.8381176731572837,0.7722541030929685,0.0006438507932823445,0.0005528753742451868,0.042090390066952484,0.0316841588418877,0.03518180999167974,0.032300212659668405,0.8933689151797553,942835.4531729374
1764691200.180386,16,BTCUSDT,56306,65884,2.070720940280399,2.2987358006342253,0.8213918062421753,0.793560942613599,0.0004253001555835388,0.0005970232432576635,0.02613002658863693,0.043175110876859026,0.04046202770798979,0.016205902980277995,0.8688891750834686,539349.2307110679
1764694800.180386,17,BTCUSDT,48019,48262,1.6440888499067199,2.231380926002152,0.833565919602653,0.7569740578246428,0.0007655334416623276,0.0005626446729140469,0.02854394548735042,0.04359433679767491,0.032936636269440385,0.015178629683587604,0.8697754830476785,424884.6179662606
1764698400.180386,18,BTCUSDT,42125,43431,1.396706860042234,1.7027803474466974,0.8509954949395143,0.8044008341921338,0.0003470362485473138,0.0002684857488882845,0.019146058948476753,0.03604510650281758,0.020315834760381388,0.014440928280083158,0.8781934434777795,397613.3665574328
1764702000.180386,19,BTCUSDT,26404,29739,1.1809288848838606,1.5175753001872252,0.8102475871400807,0.784366770380844,0.0006378825620900638,0.0010265148413090175,0.015453139739228591,0.019053004957748858,0.012944890004807079,0.00935324190391623,0.8308420223750035,242709.2674093088
1764705600.180386,20,BTCUSDT,38882,49322,1.330073749139951,1.552929310084804,0.8210331595812568,0.8515924577190052,0.0005913619435129175,0.0006187144934618813,0.02743582695117751,0.015306440284351951,0.024245557218147765,0.020889266669808643,0.8825658111424233,420203.23996157764
1764709200.180386,21,BTCUSDT,24592,24916,1.2319829870431025,1.225772265861406,0.7883194662362264,0.7835406519475376,0.0021339863477529463,0.0008028396282150843,0.026285866819577043,0.02936812835301693,0.0074258450155876045,0.006928112979746608,0.8223957010175952,204973.90092092747
1764712800.180386,22,BTCUSDT,25434,26274,1.1304923274862795,1.5464294213452354,0.793804747415819,0.74366971487347,0.0003594740328450903,0.0007715795063838481,0.03581184269132672,0.0364482905125638,0.009710199146176926,0.010439918077947826,0.8318009864815159,212156.2896066683
1764716400.180386,23,BTCUSDT,14026,25237,1.1416002277602622,2.181685366604423,0.658981023046196,0.6544116191164838,0.0007762408667579878,0.000641108685157767,0.0286857090993764,0.023618329093712708,0.023300725493846056,0.011227352003202556,0.7004259802327975,126442.3899081049
1764720000.180386,0,BTCUSDT,31275,30431,1.583412575520039,1.669634696246359,0.7814805073779693,0.7636857412027379,0.00046348735490293744,0.00020966277133215489,0.025774621384087343,0.030520366684734537,0.008913863802229773,0.010092506815225517,0.8125279187930843,252321.09933926613
1764723600.180386,1,BTCUSDT,34203,32812,1.1965931985177816,1.3550853228313857,0.8331239720179526,0.7950766422854687,0.0005456091173142591,0.0005584079897011473,0.026503226259841608,0.03531489861032078,0.018582853068759418,0.010547162410749053,0.8656518839467064,302925.3848800188
1764727200.180386,2,BTCUSDT,44351,41402,1.674714870665384,1.3879725109464796,0.8327818613687681,0.8117462849474724,0.00043125796873496247,0.0007565400776050931,0.017020958535946536,0.04181300835925565,0.025527122427960573,0.01710908518142293,0.8732979590111001,390928.962681541
1764730800.180386,3,BTCUSDT,27924,28817,1.6075402628590691,1.197755281963633,0.7682630352263817,0.8136537168119782,0.000582785051017563,0.0006122145498099529,0.019630793278988968,0.024648129114004342,0.011705834605696222,0.006139812227026662,0.8398973734810986,240212.3432220966
1764734400.180386,4,BTCUSDT,46065,35072,2.2805345363787386,1.127130046560537,0.7860054813727732,0.8011545210872002,0.0005430789272195197,0.00032311860068683285,0.013721810054634718,0.04548128125752428,0.024776932776513685,0.020708926922005835,0.8560849469825308,357606.3783097508
1764738000.180386,5,BTCUSDT,36067,35500,1.7151575620000987,1.4772329416667966,0.796620070747154,0.8006838459131429,0.0010919591368780586,0.0002501427584450801,0.0194495358569635,0.02583842019335715,0.025460654466096244,0.015002709954234283,0.8420881855624301,313592.0372439812
1764741600.180386,6,BTCUSDT,34216,37582,1.7592961200354424,1.4764732658489286,0.76491765694441,0.8144564108846041,0.0006807115143994923,0.0007139546301517327,0.02577943106025422,0.020914162868372378,0.024807178611902903,0.02059044442827054,0.8453128374408899,317864.46342283825
1764745200.180386,7,BTCUSDT,29244,31764,1.756838740499166,1.7745652052483132,0.7435332749952289,0.7797368696370681,0.000516511588017207,0.00028450821812402985,0.024694234246983603,0.006988376435551004,0.01829956789642801,0.017521979929202836,0.7979846653304684,250411.99209368927
1764748800.180386,8,BTCUSDT,28879,26253,1.7302688809619702,1.3919755800155833,0.6946915518102176,0.7828277781261377,0.0008366557139016423,0.002539543019490751,0.07928750064018122,0.014971407762207822,0.009520200813414337,0.010012168066275869,0.8023768709911945,216278.50157216485
1764752400.180386,9,BTCUSDT,30490,25330,1.671651137969532,1.2144542150787048,0.7418758412818421,0.7871737498917452,0.0006094346449477181,0.0004958430544454398,0.052208361312751264,0.022917544127802666,0.012536833004439625,0.010843475620385576,0.8166865997082164,226558.33704762775
1764756000.180386,10,BTCUSDT,24867,27365,1.3569216779983087,1.197842228405581,0.7633140810470033,0.806005751700414,0.0005140005840454802,0.0014250840045344707,0.027910083611045088,0.029057977259655983,0.011168565508049835,0.009641987469254518,0.8378374407596174,222811.66490860027
1764759600.180386,11,BTCUSDT,24016,24680,1.367536972812111,1.6107902688989086,0.7494941478343665,0.7419707522733,0.0007256210254494558,0.0006243761976073124,0.028308083053428308,0.01462804894174745,0.007515561428581975,0.01470205490263829,0.7826505734150057,192979.1399869395
1764763200.180386,12,BTCUSDT,23201,26296,1.3210734731454008,1.6370541354072479,0.7650585530339693,0.7504012506389279,0.0003396634616073161,0.0006194358555502671,0.019561277232869465,0.01240946865917387,0.02086178925008474,0.00940531502055641,0.7919210049781515,196595.01553051124
1764766800.180386,13,BTCUSDT,26833,25205,1.5108161827044209,1.6627075639510007,0.7667540430891161,0.7301917839599953,0.00017838121736137299,0.00041942822312808216,0.016757336797993936,0.018052534550835043,0.01240086307919757,0.0156493630206378,0.7885290004972002,207762.97847435146
1764770400.180386,14,BTCUSDT,97078,104941,1.7892956906956106,2.5290914449974573,0.8591911382154861,0.8473680272727209,0.0007548133105613657,0.0008019734741750974,0.043614620046198836,0.03017333706421065,0.03519915654726913,0.0311176167635896,0.9263288981858478,966644.7065898593
1764774000.180386,15,BTCUSDT,57974,66386,1.526395611662489,3.272209068798238,0.8598640031594421,0.780099684403891,0.0012293903437798346,0.00033468023568682315,0.030737909469914768,0.02131932756709999,0.024263691232651808,0.02008522811207656,0.8961000204111493,546964.5629043641
1764777600.180386,16,BTCUSDT,37537,44125,1.6024373374704965,2.370687315931395,0.7924143697654094,0.7719395464521626,0.0006224453266917851,0.0005662088593779741,0.0312776692455485,0.02383204985308284,0.013434983273097695,0.018216297555107452,0.8311542713706777,340747.0183336374
1764781200.180386,17,BTCUSDT,40501,35812,1.3356765066800909,1.4185872147298346,0.8496848663460796,0.8180027021987822,0.0005477314773431435,0.0005163861871225963,0.022096766151697367,0.02110522901726115,0.014625230239213482,0.018270512650605662,0.8789383040640988,354655.17488029547
1764784800.180386,18,BTCUSDT,35162,36028,1.4244498769667595,1.4357824134715649,0.8133389979558756,0.818132667988043,0.0005095469030176791,0.0006069137545382553,0.012229328642008343,0.0340928636586446,0.01589018843370209,0.020115195167645178,0.8616453081237878,321088.6973379813
1764788400.180386,19,BTCUSDT,25391,23408,1.2833204803253497,1.2185807778356945,0.7855629838600313,0.7872529188916464,0.000610057573242198,0.00035750430898976956,0.02583703099324856,0.017767486004555258,0.008519533281222812,0.009567328379521131,0.8182493591188867,201860.1513888992
1764792000.180386,20,BTCUSDT,30151,31805,1.5616954810785866,1.2590477977030718,0.7800771278480962,0.813193779882168,0.0004946028755220258,0.0007100516912591414,0.022036185636265894,0.029929635779115425,0.015062031463456273,0.008661440533181035,0.846414288549138,268722.008112033
1764795600.180386,21,BTCUSDT,25860,24156,1.2495026539777156,1.2345130291613704,0.7987291914519256,0.7643563780972318,0.0010980403998845153,0.0005922133153474207,0.023345803427814425,0.03531143223700847,0.01391214852145289,0.0034160430462278424,0.8244980370060785,211859.3840024638
1764799200.180386,22,BTCUSDT,35915,33449,1.2269499571061915,1.11836916223706,0.8234219120914807,0.8142244193690008,0.0005245965912904234,0.00046662547279307696,0.03656742269186807,0.041518710855738813,0.02500590187132202,0.020769673114134926,0.8812474397379219,313048.5904392239
1764802800.180386,23,BTCUSDT,26915,26865,1.4389599568082365,1.1384910072278729,0.7544912167887812,0.8041865153193997,0.0009157691450224392,0.0005204279047379332,0.03599645048394471,0.027112019553990806,0.01532722566012747,0.017564997104183536,0.8375416130962197,224805.20124681358
1764806400.180386,0,BTCUSDT,27714,33915,1.4079846944397394,1.8449858299900819,0.7665717346898282,0.7761889462278353,0.0008077992124616444,0.0006577901068224417,0.02781901853125715,0.013363884350393594,0.012650135783649385,0.017166264132698082,0.8076474525618809,259594.28456571078
1764810000.180386,1,BTCUSDT,31313,35800,1.3043990991117451,1.527149548532932,0.8116570001682555,0.8098687419234746,0.0006619575007673984,0.0007659751581265829,0.020027381066215426,0.024761416762133337,0.014215264316688974,0.011844519587729432,0.8469332827634551,298608.35253139265
1764813600.180386,2,BTCUSDT,32498,28770,1.2717363213762796,1.1668264736771266,0.8319005023545007,0.7984786418491701,0.0006248542798644602,0.00044907918604908246,0.01724169797933044,0.021322448809325073,0.030029678637144622,0.011342109890119061,0.8584857782706586,279531.52978748345
1764817200.180386,3,BTCUSDT,21481,25438,1.1811258441487527,1.0728607082931112,0.7655178290937558,0.8073386699099572,0.0003108891482329536,0.001017525022882422,0.024525610003515916,0.02890742429254543,0.01363383919543799,0.008965934140052942,0.839084850702382,200538.97790758705
1764820800.180386,4,BTCUSDT,17077,19958,1.1031627869767173,1.0674191823006958,0.7228139941820954,0.7568574507586391,0.00022059660983218842,0.00044364181451744794,0.037807428429406556,0.046232699630458014,0.005634881214128111,0.00808270399168114,0.8042348847517815,140673.81156762698
1764824400.180386,5,BTCUSDT,18682,23529,1.1501593253689375,1.1757848211696817,0.7242656457898511,0.7913940831959729,0.0005799517179326478,0.0013069336815545133,0.03763564154626979,0.02554021009693267,0.007408603430577759,0.010708030647691907,0.8186263531225572,175688.18334817837
1764828000.180386,6,BTCUSDT,25439,20963,1.2988213382126652,1.0107111052179738,0.7624702368093366,0.7851831920679777,0.0007867286077302486,0.0016323168499809363,0.04892386192933714,0.0367467963333452,0.0034482957548328374,0.00493234868795364,0.8241154160436582,192255.55736860711
1764831600.180386,7,BTCUSDT,20053,19280,1.0649535150997218,1.3822778538866747,0.7434462815954446,0.7009068093443142,0.0005051304566401803,0.0005912115306726439,0.04736639229255355,0.030340509426082192,0.005639656208723633,0.008507620465007927,0.7917369705221872,148426.75339192525
1764835200.180386,8,BTCUSDT,20504,20508,1.2605215776337753,1.1134674824444877,0.7215007344019785,0.7588483542357691,0.0016242246287027462,0.0002668627424205969,0.04488963594352406,0.03597304803873884,0.009019846561163782,0.0098152821813143,0.7981955412938819,159620.9098289395
1764838800.180386,9,BTCUSDT,22664,21935,1.298938040578403,1.125835654150305,0.7391022793223193,0.7696189507289343,0.0005246739507769675,0.0008330789928263341,0.04608081768844656,0.03240538974613557,0.010531385537597157,0.0059350064383069156,0.8056758032979977,177685.53062482178
1764842400.180386,10,BTCUSDT,17708,19079,1.427167598467962,1.021313567007129,0.6563628492932123,0.7727926319546209,0.0007059062724749772,0.000720890575842308,0.04985495830830759,0.028999784853081516,0.0065270162744433735,0.0073966439669236154,0.8024028392157879,135174.8261568368
1764846000.180386,11,BTCUSDT,18511,24012,1.2659551512136413,1.4028950836664504,0.7126501605641253,0.7463635801066232,0.0010464658327643006,0.00072425666175081,0.028637843443607775,0.035381346153720815,0.010923061740543399,0.0076409572003739296,0.784084546521648,166024.8357951428
1764849600.180386,12,BTCUSDT,18145,21630,1.0443134556538982,1.3473625517736492,0.7421781812726338,0.7284788780437643,0.0004280701487353153,0.0011486827872737432,0.04661415628173123,0.040556016939199184,0.006930820619172252,0.003619387779744487,0.7904321597840971,149864.5149781385
1764853200.180386,13,BTCUSDT,31495,41364,1.2092320426461196,1.6986535947692218,0.801826210139845,0.8083543287381678,0.0008709725399907915,0.0004793049293603574,0.04328728755769594,0.03198819613151508,0.011562936921849547,0.011764992558510141,0.8552952318123948,329732.6213958621
1764856800.180386,14,BTCUSDT,41872,48130,1.1874976462530256,1.5841362269066774,0.8199682516355782,0.8321733002209077,0.00048439131726005203,0.0004894416723852072,0.05591693905126939,0.038141067658388324,0.015833849330917867,0.0237578726585193,0.8931853966998204,404436.94535050564
1764860400.180386,15,BTCUSDT,56907,49847,1.483098001994739,1.6054341861843902,0.863598611340085,0.8350126403762553,0.00047914626052385326,0.00043566897644102537,0.02768293815724458,0.02425214979594652,0.019180859913105454,0.020481638134835656,0.901109241640754,503272.0946325593
1764864000.180386,16,BTCUSDT,36864,40741,1.3579506816867382,1.5270232474035175,0.8402893058154879,0.8305647222169468,0.0008705504861100625,0.0006699600095161105,0.018598175757036872,0.028779644152920572,0.00918927103441708,0.007834633666304078,0.8683683226014359,355190.86418453744
1764867600.180386,17,BTCUSDT,32102,37966,1.3664231367072244,1.5376993386984819,0.8209591629666552,0.8272990940258548,0.0020798290239310343,0.0006427941626756903,0.01674026027901148,0.01107883265712244,0.012117463966267209,0.00997869575836128,0.8503232789925358,316081.9512439966
1764871200.180386,18,BTCUSDT,24322,34427,0.9517509295671811,1.4139948595466483,0.8293376173470512,0.8086055908084137,0.0005293553508544157,0.0006240635578041567,0.01797083669807451,0.03189111669547264,0.011380879482327461,0.008222742003702278,0.8547177323914074,259472.2028939496
1764874800.180386,19,BTCUSDT,52678,59730,1.1181305819084324,1.5120535929853982,0.8594384046945984,0.8543430686616666,0.0007184554754225688,0.0004746929537196284,0.039844325656725,0.03730767630079298,0.021944820139008756,0.01722431972082819,0.9158549549058457,539797.3926828584
1764878400.180386,20,BTCUSDT,35088,35232,0.9005735916140801,1.394376743397793,0.8723207961209779,0.8142038277468805,0.0004493268650796338,0.000471843201113936,0.027182778186260664,0.03321300023228281,0.008706661415145336,0.00862970603775848,0.9010571387255546,324182.58871563995
1764882000.180386,21,BTCUSDT,17284,23845,0.795168102881936,1.0235755716567754,0.8065533579911802,0.7875888843462998,0.0003472525769740335,0.0010818869774072712,0.013619271067178957,0.042977168477743646,0.012516619658380362,0.007760415311928293,0.8372332383324328,174040.38442636613
1764885600.180386,22,BTCUSDT,12634,15233,0.7174192989842071,0.9304154996608104,0.761821461871992,0.7305303945788956,0.0005614176504838085,0.0002369675020407434,0.024681491906590202,0.041300419965675746,0.010844478417183287,0.00530443743695051,0.7899845829107812,104749.63389204897
1764889200.180386,23,BTCUSDT,9568,14635,0.6901875166502007,0.8861303930146739,0.6863485255301468,0.7320946041124797,0.0005413995950707782,0.0004453634141848603,0.04673050537463564,0.04723966713691488,0.004232330732588654,0.005103917769569253,0.7799000591628421,83479.00040936546
1764892800.180386,0,BTCUSDT,15263,18931,0.9313508761647616,1.0076203972962376,0.7291557067793926,0.7505681038469212,0.0007607109998365083,0.0008188570212387958,0.04368785454172394,0.052357023662616145,0.0057939785429144165,0.004410091917526964,0.8040243349052744,127722.50779645432
1764896400.180386,1,BTCUSDT,14673,17206,0.925036654910057,0.9476000786850591,0.7422503158977405,0.7667421164566701,0.0009553926308301632,0.0009165193708586574,0.029064876713221555,0.029908888192171083,0.005015993927982729,0.0010278248617096525,0.797101264428547,123990.41415598053
1764900000.180386,2,BTCUSDT,14181,14440,0.9706735791270972,0.9364544223215544,0.7172824224329779,0.7268074471208152,0.00126560253884577,0.0008993759175182953,0.02854281935255008,0.028934083111307456,0.0089513374119572,0.007388623223065565,0.7612361934628382,105940.60795646817
1764903600.180386,3,BTCUSDT,16170,19027,1.0352979885778226,1.1279588880840674,0.7286194172894789,0.7524774280337894,0.0003494911370670866,0.002801172047738554,0.023036414083840176,0.02567403918738186,0.01021316063485535,0.009671528480681878,0.7824321823814104,143408.30952180852
1764907200.180386,4,BTCUSDT,16203,17876,0.9839494314522252,1.0001721902628127,0.7237768866704706,0.7666351560740963,0.0007819063888176088,0.00118583916133133,0.03616976685570008,0.02756983884382679,0.004921614231601877,0.013278922495972572,0.7964641855532772,134549.19206876963
1764910800.180386,5,BTCUSDT,11954,11391,1.0473557677878096,0.8491340226528786,0.6612543925146493,0.7055136226960714,0.0015586176858731243,0.00033729232825306773,0.020905819713428333,0.02313837978051608,0.008450222062678259,0.007074851019852796,0.7301963997082597,77816.06431487277
1764914400.180386,6,BTCUSDT,14051,10968,1.1401787374321442,0.6482372256717236,0.6584806397730577,0.7387446382396129,0.0022411705952507647,0.0007799412180341323,0.045503878395361255,0.03323616415019185,0.00800866552756049,0.004873149024951675,0.7728225356456647,88000.87843691488
1764918000.180386,7,BTCUSDT,13105,15595,1.1145016946425859,1.1240573948334027,0.6550639675523687,0.7062410109637922,0.001930257215242958,0.00023581379656381968,0.034577694933947765,0.02804559484595932,0.003838364162548692,0.0019392321165334263,0.7345658986242902,97781.77624521902
