date,open_count,ctrl_count,phi_SB2_open_A,phi_SB2_ctrl_A,phi_BS2_open_A,phi_BS2_ctrl_A,phi_BB1_open_A,phi_BB1_ctrl_A,phi_SS1_open_A,phi_SS1_ctrl_A,eta_open_A,eta_ctrl_A,mu_B_open_A,mu_B_ctrl_A,mu_S_open_A,mu_S_ctrl_A,phi_SB2_open_B,phi_SB2_ctrl_B,phi_BS2_open_B,phi_BS2_ctrl_B,phi_BB1_open_B,phi_BB1_ctrl_B,phi_SS1_open_B,phi_SS1_ctrl_B,eta_open_B,eta_ctrl_B,mu_B_open_B,mu_B_ctrl_B,mu_S_open_B,mu_S_ctrl_B,phi_SB2_open_C,phi_SB2_ctrl_C,phi_BS2_open_C,phi_BS2_ctrl_C,phi_BB1_open_C,phi_BB1_ctrl_C,phi_SS1_open_C,phi_SS1_ctrl_C,eta_open_C,eta_ctrl_C,mu_B_open_C,mu_B_ctrl_C,mu_S_open_C,mu_S_ctrl_C,phi_SB2_h13_A,phi_SB2_h15_A,phi_SB2_h14_A
20436,17402,17412,0.03253890892566567,0.001981161229768938,0.0025921038363803887,0.036760463241855265,0.33412729708534444,0.2331706636585,0.48063008894771364,0.3155632928506502,0.6602016691355637,0.45928096964737414,0.985756460401936,1.3674165327579235,0.7710102937359452,1.2658471412903762,0.02646559267929384,0.001207643020462278,0.00041652461614741996,0.03817475026287035,0.33626289166648815,0.23088252449840227,0.48084570149799416,0.31518314536039593,0.6448062507466048,0.4483488157478837,1.1256282214792679,1.3949019583625668,0.782933258431485,1.2871756303495117,0.023782764640240914,0.012977494542857047,0.0007706356168933087,0.033848676624302576,0.336142788159066,0.233056917502818,0.4810184378110866,0.31573647444060404,0.6431844304602717,0.4515228504865603,1.1458816772290652,1.3798767853240017,0.7829649709204437,1.321506017407395,0.04388517209384598,0.01939388771852543,0.03253890892566567
20437,46619,46688,0.09169928150881543,0.0467833477724379,0.03335040796926342,0.05562358514433833,0.5134654292349181,0.4591784814365619,0.5279410161193051,0.5482737152985317,0.8293277608439328,0.754041128011404,1.088193424975478,1.9372676220629315,1.084978140194834,1.4568071012851378,0.056058210224583994,0.03050799194971955,0.018112913352093724,0.03916471158245967,0.5199568208593717,0.45911003110511023,0.5302159836263481,0.5461570232660091,0.772982552901252,0.7351168713747978,1.662098588651771,2.4348885436917382,1.4978392492891202,1.6683569382863797,0.056476541389599004,0.03406202186367209,0.01575636399968318,0.044229875199487324,0.5170205186491673,0.4595535063384877,0.5310180825176629,0.546983539059757,0.7611115163757443,0.7341750782545101,1.6440544523461778,2.283228949151537,1.5038630008520792,1.6085582187726537,0.01728095819624243,0.1010064199961582,0.09169928150881543
20438,62194,61028,0.006937359996684197,0.050117893994463994,0.04053837397709383,0.037891836138754076,0.4477827965085662,0.5459266634147241,0.43395207887711706,0.556308996492448,0.6936468519157962,0.7785093287027953,2.9604650902188214,2.5456668090366765,1.8970779411067822,1.5059327178295179,0.017453386026233544,0.0421034907981536,0.03564099943245944,0.024068923993195948,0.4482091773764004,0.5440989922350573,0.4342681666922376,0.5575839293786944,0.6807253164003264,0.7657143702984014,3.243095652951325,2.6372719789993764,2.1012109987597873,1.667007776088956,0.02952025213410519,0.04216517111044929,0.02613267680437384,0.027688789539790582,0.4474739422841523,0.5444753907796629,0.4328347629486502,0.5555735713432857,0.6841848437488176,0.7657786651991826,3.1915154559625623,2.6960555550563416,2.0429316862742954,1.6305833081885621,0.004551215142107346,0.01966429755860093,0.006937359996684197
20439,56560,56810,0.053425152590266874,0.09526240339764612,0.08915280972047672,0.060783877337721566,0.5626485095749861,0.5544939070484124,0.5691508753242139,0.6459599124618175,0.8756808455194547,0.8576516152845836,1.1185867743281135,1.3835338802965895,0.784500036628168,0.9108676299313198,0.049917325684066594,0.08570600594203025,0.07045114482048251,0.04674491085171768,0.5643461955043257,0.5562211694010326,0.5757285516851242,0.6468561992917907,0.8394628906912671,0.8322824235917763,1.498206199127794,1.5409445995168747,1.3960117087781805,1.0580913527404858,0.04489322505163965,0.07736699823627903,0.06770114122531273,0.0451506537528743,0.5693187305316162,0.557760344786833,0.578579869529941,0.6498016239309743,0.8240933720614045,0.8225791707225025,1.437831625812933,1.8242212236033644,1.4549277809187369,1.085894444910724,0.02800369648396014,0.0463599614390912,0.053425152590266874
20440,66062,65825,0.047682174916246274,0.15785983576528073,0.07141758785069137,0.13931375673074717,0.5979905270572037,0.1788705413285946,0.585458235832067,0.10976162626457311,0.826665778320121,0.5429800528986252,1.4162673094475262,4.41841025688012,1.8250662925571821,3.9350544528510016,0.03734268317316165,0.07130222524984782,0.07066501413022025,0.0809710459179601,0.5981418482362628,0.17957882484214274,0.5840205722890831,0.11226096042646842,0.8126489735285637,0.39230994636847477,1.5237550903106862,6.037285433780499,1.9268347387671554,5.3151516959455565,0.030459217170251462,0.07501953832254361,0.06596756365630166,0.07934768327618684,0.5974849510134382,0.18057763800033985,0.5793687723322462,0.1160005900948564,0.7988558285095354,0.37886154122870624,1.7269674817126852,6.1854502107866,1.905547350599717,5.368000039194792,0.06382654609272699,0.021493374848438995,0.047682174916246274
20441,42491,42678,0.055449951308045066,0.10022735039159239,0.06298417001621229,0.03457399464781432,0.6131112140057602,0.37365349479348403,0.5647797758055652,0.42599975216724206,0.8485701201188598,0.7298188615107516,0.9415437208757723,1.6830798218015461,0.8440430649050399,1.4728999339070774,0.038151779686892213,0.0830390281921271,0.04467933046578844,0.021933963682061835,0.6134398913041829,0.376402711961399,0.5681648220475484,0.42571744832531894,0.805527238338912,0.6884601604635466,1.1379352643515837,2.0762830439091062,1.0460563257572766,1.5980477512107738,0.03411980691952904,0.07899711557667978,0.044468024170259086,0.0205974022059356,0.6124641889607446,0.3773938626524439,0.5674346259982497,0.4261573038552203,0.7967231774529695,0.6783105191793981,1.2560492588770962,2.2370036785992933,1.0985027104416192,1.6611906203313989,0.029927761951175774,0.04875795310106874,0.055449951308045066
20442,10556,10557,0.010108151495110086,0.04030496833787458,0.032903930159954915,0.015156466120240296,0.1819136215150094,0.24474737939423882,0.2740810982577212,0.21318057724116585,0.44298106991395936,0.5923307445586814,0.6461499148357029,0.7151830984960875,0.9837033293331005,0.618439801891277,0.010221008584194256,0.022249053398595293,0.03881235144875262,0.007087916154540057,0.18257620308965514,0.2461407300091861,0.27454361416461537,0.2138097678302394,0.43400610170920795,0.5575963700857742,0.6770137493378782,0.8311355098102177,1.0166370953760808,0.670252199689179,0.009206642760146048,0.01988005423557703,0.0370513030060812,0.005590467066380134,0.18300134388272704,0.24645093299153423,0.2750102263833421,0.21398041820243618,0.4271584973021661,0.5473924330975276,0.6722187427951233,0.8524850418950649,1.0077365442599984,0.6681669632859761,0.03749313357525001,0.0036294860460879042,0.010108151495110086
20443,14213,14214,0.03523855812011572,0.010958335803231932,0.055569946391369605,0.029305997125217392,0.37878283814090447,0.20343234313172429,0.3929500658696008,0.139834425284779,0.6393303324301367,0.5783830994382061,0.7593475348420077,0.9248201159649679,0.6583131150907441,0.9891320963864683,0.02158736902043091,0.002044086887189978,0.04592439319077382,0.027103498061705204,0.38147837148245145,0.2039372759850567,0.393611354934498,0.14131079537083535,0.6006394177494147,0.5657417992235023,0.9635333743672957,1.0096621197000784,0.6986031361165876,1.1102416390065122,0.01947390361250521,0.003723605023416595,0.04216688817495707,0.026742813426633445,0.38074541343785284,0.20400270923922753,0.39376997651830975,0.14169369911609692,0.5922948804056049,0.5643567192834897,0.938046515421738,0.9845186999130779,0.7323505616360612,1.0795860021627472,0.07135812135796932,0.029126173621900384,0.03523855812011572
20444,30620,30603,0.048693070457606416,0.031094860913730874,0.05803317431580344,0.056430552841610686,0.5097522821491018,0.516819338753981,0.5023628513333901,0.5590273788077404,0.7599440816052561,0.7658832388550975,0.9384548246257457,0.945216360797812,1.1203175883609353,1.0381669564773213,0.03618155585718001,0.024728072969990886,0.04323822457493611,0.05086760214064251,0.5096291115341866,0.5163858006232396,0.5048646847867511,0.560581715010282,0.715282234394873,0.747588582416777,1.0739579623611648,1.0356605941245236,1.3360575447253824,1.063222198846128,0.03420128120361753,0.019334933119879633,0.041897621177570905,0.04586452591158113,0.5114108110070259,0.5170051478789847,0.5043918184398035,0.5615662226939283,0.7091716098279213,0.737490882491721,1.1079469669963702,1.075975090523965,1.3849666803979173,1.1487766097873382,0.028816221602015815,0.044059303617955875,0.048693070457606416
20445,41601,41614,0.0647644407151935,0.03983752154157082,0.05628172042924475,0.027736306518886325,0.3893403892696894,0.4544083652762606,0.5300887480264886,0.4797762786012495,0.7135499603299287,0.7228020377536186,1.4907596401054166,1.8313769274718616,1.791139400079548,1.3622239920125558,0.0646117550233024,0.028133148002763512,0.044339163139662546,0.02401881937929934,0.39158090691797964,0.45500702569300466,0.5326540802552845,0.4818667067353454,0.6808098905855652,0.705989282665672,1.888725580703096,1.9800839879227456,2.100252230508605,1.477074764699822,0.05894695042823994,0.03681757624511002,0.03874844339512452,0.021608164692253393,0.3918632687290042,0.45497199136724203,0.5319160702219888,0.48088666714655715,0.6715309233652417,0.706315121019774,1.8314990548318295,1.9233465304317139,2.06684255817822,1.496925596870498,0.08645025037613094,0.033039391751725,0.0647644407151935
20446,29492,29489,0.0834815537651288,0.05011552674387346,0.06230197273751972,0.04554155360514427,0.3400713875194048,0.41630092531222895,0.3583329844187446,0.5719723399303305,0.6645112786856111,0.7785068202190281,1.3124829454283184,1.429395036486659,1.474223299900922,0.6978772464907589,0.05526365277310037,0.03415064242341924,0.03581094785151974,0.023435888277570364,0.3423382676612765,0.4170657295466376,0.3598844259920586,0.5706689028319684,0.6206155770733988,0.7542134724253644,1.5144600811843703,1.536778282825176,1.612785989595821,0.8105416891056182,0.05217646163845555,0.04122641733083792,0.023350955341441774,0.024215822938880638,0.34276782584815285,0.41676006473203947,0.3591475794297234,0.5699916641458497,0.5934311336371165,0.7501629964572101,1.6433466953044744,1.593576720891049,1.673954097424369,0.8388681044711502,0.07376235604829486,0.019570158596137626,0.0834815537651288
20447,16123,16126,0.0012333966488674059,0.013789952701282547,0.049215565575582335,0.01548309189107593,0.16300467092558837,0.3552204285275984,0.15461688758368272,0.4450469370039387,0.3620285721860259,0.5894079826613037,1.4830918601702847,1.3047035322732479,1.3791021498883118,0.75201109369717,0.000538485487099196,0.013021444584670224,0.042034030183367474,0.011311527128749515,0.16308476979414877,0.3553910166131554,0.1550380531315341,0.44667801921137384,0.3415246627539847,0.569836454078637,1.499879370337612,1.3317493335010586,1.43500120270238,0.8216508094935001,0.00019152620767868788,0.011924115613313352,0.03145634187917338,0.011725967547269619,0.16335241972158926,0.35588883186823467,0.155276525179458,0.44639679164042084,0.33323913815078166,0.5696853288901936,1.522337386927318,1.3324926494699474,1.4655948332017528,0.8023472739760444,0.016063581025890228,0.03992824033651096,0.0012333966488674059
20448,43183,43285,0.14036067398583305,0.03739909241003513,0.0909712537394362,0.08814998285505066,0.40952652622492175,0.5832016314517325,0.3847063343660745,0.5094104941142092,0.7288217580877401,0.7664599537205539,1.5458731882426426,1.4839181655145126,1.724544428518178,1.292511343638468,0.12738175549700223,0.024364482531291275,0.0673892842482075,0.08819651849680661,0.4136314067174239,0.5800533655815225,0.38682323906518035,0.5102196135016566,0.669661955822166,0.7497112006239922,2.084874186895119,1.5839479672930408,2.0184112169397084,1.340586614785564,0.11672080563532491,0.029406191973133534,0.05938814330315168,0.07766970308072658,0.41329967817581,0.5853798974529248,0.38846477513699257,0.5067897541334687,0.6530382521908829,0.7445208608679635,2.081916619298185,1.6094214323212073,2.10732792927798,1.4553813920194436,0.009537110349312778,0.14612946854486,0.14036067398583305
20449,16230,16231,0.015096167503333677,0.024017468530574845,0.04343101081906743,0.021223217249270045,0.11405449895688825,0.2406399312233843,0.0606979510870055,0.3879399816027736,0.3440952101521412,0.5886435228886803,1.546016637710047,0.963368395362939,1.422967029204484,0.8946951897420969,0.011977901397036209,0.015209811832454411,0.03876661868592747,0.017556867121431886,0.1141828459445848,0.24288058328888742,0.060902741453794,0.38811635865511457,0.3341596163992308,0.5678124427087857,1.5556143438496717,1.0726206626198818,1.4256430779959295,0.9600792568471034,0.009723520071808179,0.01691023279544883,0.03774816692219762,0.017402938992121673,0.11424812921080264,0.2431418292738864,0.0612136186941286,0.38917198545347254,0.3250146866111969,0.5629922192265436,1.5839888668542268,1.0931138432744836,1.4549953592293117,0.9348474001914604,0.04940322832810544,0.01993512672992127,0.015096167503333677
20450,17225,17231,0.003663951853083057,0.01762157582805306,0.06453036009816517,0.01169490507866772,0.17960459044703925,0.34630091384395434,0.13690506283362341,0.5775826433868646,0.37636376566458934,0.7423330232925233,1.5660211695326294,0.7182566195961118,1.4428655698629094,0.6508307672486129,0.013749909719275592,0.01524882066631699,0.07111241736540812,0.00957463266539365,0.17988497286877775,0.34632079602530963,0.13730817613585372,0.5784489072338903,0.37543590420999856,0.7308777569362619,1.5590397566284417,0.7601582258278783,1.4448123569807467,0.6574341502701189,0.016625736082755666,0.015826730476543562,0.07705670233932521,0.00971355703853747,0.17958200372258606,0.3473052721403436,0.13767169963981252,0.5792961033144755,0.37381667364640303,0.7283159056321284,1.5797242815055688,0.7784358531820702,1.446282522363357,0.6871248892386261,0.0006237305788956588,0.012747560225321001,0.003663951853083057
20451,32090,32082,0.06751966799143055,0.08567304917557979,0.05660780267915688,0.08636496434866701,0.3985313862025134,0.4795941698650134,0.38332294193172506,0.5015887318131272,0.7039798945458341,0.7221297334220124,1.6276200467507012,1.2637276722377322,1.1658100384648633,1.215394763168457,0.04292776595293104,0.07632221804527313,0.03603311559590548,0.07640878173697024,0.40272925921024344,0.4809451848954622,0.3872464087040959,0.5040854356109804,0.6526936626089047,0.7036894540627079,1.8863716191995614,1.4371007275408507,1.4177304063408271,1.2974894233510195,0.04265416023952102,0.07428172436864003,0.03720635475534918,0.07916940392635508,0.40337168468706447,0.479085811686865,0.3879457234716837,0.5039913426949912,0.6459179440406002,0.7008921515840132,1.8998526090533308,1.4058568861743637,1.4394909066677215,1.3034594233276449,0.026704246143545853,0.03195017213057417,0.06751966799143055
20452,37313,37414,0.052468288460565206,0.12917044829617802,0.08121136663777148,0.04693078646204614,0.466226272302304,0.4512655360657456,0.3987482066821344,0.5399923010145974,0.7371357934425444,0.735249973264788,1.4067836283835544,1.6234179562778452,1.3216448958490155,1.1205522770952594,0.043810087978515974,0.12060957545223355,0.07563540099707003,0.03591379525309208,0.4669834633907126,0.45190054434754556,0.4014390932444406,0.5411126155799156,0.7031950823402164,0.7089266562364772,1.5575508249481995,1.736879244009014,1.7299939458619444,1.1919030581480243,0.041854427402917685,0.11396092385789626,0.06645993671430837,0.03757670361692551,0.4678351025592502,0.4513467154641637,0.400924498454171,0.5429465162118831,0.6893834571832856,0.6995692616798902,1.5426754540125562,1.8641184001755238,1.6653052774618355,1.2427829516176314,0.0006184808972930586,0.05927675391085421,0.052468288460565206
20453,27047,27046,0.06462295350572582,0.049850969670138176,0.018697721829741464,0.025017691683821022,0.3860735830570375,0.41857408201458896,0.37833290353326476,0.4542847319854818,0.6663959370581793,0.7282991574545795,1.2249637066777168,1.271150010339005,1.2654220320660108,0.9344159493184775,0.051224200146641266,0.05029279357857382,0.024378085797054454,0.026358285392956288,0.39226973124837045,0.41967176945474094,0.379191382818222,0.4545577471162791,0.6573290536474783,0.7229722081040354,1.3468662368286795,1.2734580054716786,1.2307501431567462,0.9238734377776764,0.04571855648032061,0.04992023107792276,0.02549778668761352,0.023343738190301704,0.39119062245729624,0.42045833592734894,0.38131454541919546,0.4552046724001275,0.6432997327529464,0.7179666717620384,1.4025118006342987,1.3176742351523814,1.2514346743260805,0.9569509980161192,0.022859137976646828,0.1984221335491969,0.06462295350572582
