timestamp_us,event_type,price,quantity,symbol
1778445153841972,1,2350.15,0.0066,ETHUSDT
1778445153841973,1,2350.14,0.0044,ETHUSDT
1778445153841974,1,2350.13,0.0044,ETHUSDT
1778445153841975,1,2350.12,0.011,ETHUSDT
1778445153841976,1,2350.11,0.011,ETHUSDT
1778445153841977,1,2350.1,0.0044,ETHUSDT
1778445153841978,1,2350.09,0.0085,ETHUSDT
1778445153841979,1,2350.08,0.1008,ETHUSDT
1778445153841980,1,2350.07,0.011,ETHUSDT
1778445153841981,1,2350.06,0.0179,ETHUSDT
1778445153841982,1,2350.05,0.1767,ETHUSDT
1778445153841983,1,2350.04,0.0022,ETHUSDT
1778445153841984,1,2350.03,0.0044,ETHUSDT
1778445153841985,1,2350.02,0.0311,ETHUSDT
1778445153841986,1,2350.0,0.0056,ETHUSDT
1778445153851700,1,2350.0,0.0838,ETHUSDT
1778445153851701,1,2349.98,0.0179,ETHUSDT
1778445153851702,1,2349.97,0.3358,ETHUSDT
1778445153851703,1,2349.96,0.0272,ETHUSDT
1778445153851704,1,2349.95,0.0022,ETHUSDT
1778445153851705,1,2349.93,0.0132,ETHUSDT
1778445153851706,1,2349.91,0.0711,ETHUSDT
1778445153851707,1,2349.9,0.011,ETHUSDT
1778445153851708,1,2349.89,0.1837,ETHUSDT
1778445153851709,1,2349.88,0.0059,ETHUSDT
1778445153851934,1,2349.88,0.0397,ETHUSDT
1778445153851935,1,2349.87,0.3411,ETHUSDT
1778445153857722,1,2349.87,0.0024,ETHUSDT
1778445153876527,1,2349.87,0.1,ETHUSDT
1778445153994267,0,2349.88,0.0024,ETHUSDT
1778445154069569,1,2349.87,0.2,ETHUSDT
1778445154292489,1,2349.87,1.5731,ETHUSDT
1778445154292494,1,2349.86,0.0089,ETHUSDT
1778445154292495,1,2349.85,0.0067,ETHUSDT
1778445154292497,1,2349.84,0.0163,ETHUSDT
1778445154292498,1,2349.82,0.0155,ETHUSDT
1778445154292499,1,2349.81,0.0067,ETHUSDT
1778445154292500,1,2349.8,0.0133,ETHUSDT
1778445154292502,1,2349.79,0.0177,ETHUSDT
1778445154292503,1,2349.78,0.0053,ETHUSDT
1778445154292504,1,2349.77,0.0346,ETHUSDT
1778445154292505,1,2349.76,0.0133,ETHUSDT
1778445154292508,1,2349.75,0.0347,ETHUSDT
1778445154292509,1,2349.74,0.0044,ETHUSDT
1778445154292510,1,2349.73,0.011,ETHUSDT
1778445154292511,1,2349.72,0.0203,ETHUSDT
1778445154292512,1,2349.71,0.0066,ETHUSDT
1778445154292513,1,2349.7,0.0044,ETHUSDT
1778445154292514,1,2349.68,0.047,ETHUSDT
1778445154292515,1,2349.67,0.0063,ETHUSDT
1778445154292516,1,2349.66,0.0823,ETHUSDT
1778445154292517,1,2349.63,0.0044,ETHUSDT
1778445154292518,1,2349.62,0.0044,ETHUSDT
1778445154292519,1,2349.61,0.0113,ETHUSDT
1778445154345260,1,2349.6,0.0371,ETHUSDT
1778445154407532,1,2349.6,0.1,ETHUSDT
1778445154436395,1,2349.6,0.0025,ETHUSDT
1778445154468484,1,2349.6,0.4,ETHUSDT
1778445154469422,1,2349.6,1.7516,ETHUSDT
1778445154524420,1,2349.59,0.8,ETHUSDT
1778445154538561,1,2349.59,3.8624,ETHUSDT
1778445154538567,1,2349.58,0.0133,ETHUSDT
1778445154538568,1,2349.57,0.0523,ETHUSDT
1778445154538569,1,2349.56,0.0067,ETHUSDT
1778445154538570,1,2349.55,0.0133,ETHUSDT
1778445154538571,1,2349.53,0.0133,ETHUSDT
1778445154538573,1,2349.52,0.0415,ETHUSDT
1778445154541983,1,2349.51,8.0331,ETHUSDT
1778445154541984,1,2349.5,0.0164,ETHUSDT
1778445154541985,1,2349.49,0.0135,ETHUSDT
1778445154541986,1,2349.48,0.9165,ETHUSDT
1778445154550480,1,2349.48,0.1,ETHUSDT
1778445154749180,1,2349.48,0.0022,ETHUSDT
1778445155173268,1,2349.48,0.006,ETHUSDT
1778445155243093,0,2349.49,0.7177,ETHUSDT
1778445155337607,1,2349.48,0.1906,ETHUSDT
1778445157089374,0,2349.49,0.173,ETHUSDT
1778445157641498,0,2349.49,0.0064,ETHUSDT
1778445158075719,1,2349.48,0.0082,ETHUSDT
1778445158080643,1,2349.48,0.0872,ETHUSDT
1778445158080644,1,2349.48,0.0668,ETHUSDT
1778445158080702,1,2349.48,0.0081,ETHUSDT
1778445158134714,1,2349.48,0.1,ETHUSDT
1778445158166916,1,2349.48,0.0587,ETHUSDT
1778445158166917,1,2349.47,0.0199,ETHUSDT
1778445158166918,1,2349.46,0.0067,ETHUSDT
1778445158166919,1,2349.45,0.0023,ETHUSDT
1778445158166920,1,2349.44,0.0243,ETHUSDT
1778445158166921,1,2349.43,0.0023,ETHUSDT
1778445158166922,1,2349.4,0.0265,ETHUSDT
1778445158166923,1,2349.39,0.0023,ETHUSDT
1778445158166924,1,2349.38,0.0155,ETHUSDT
1778445158166925,1,2349.37,0.06,ETHUSDT
1778445158166926,1,2349.36,0.0254,ETHUSDT
1778445158166927,1,2349.35,2.8561,ETHUSDT
1778445158179776,1,2349.35,2.693,ETHUSDT
1778445158179777,1,2349.35,1.6804,ETHUSDT
1778445158182519,1,2349.35,1.9125,ETHUSDT
1778445158230606,1,2349.34,0.1,ETHUSDT
1778445158326329,1,2349.34,0.0134,ETHUSDT
1778445158331422,1,2349.34,0.0163,ETHUSDT
1778445159007518,1,2349.34,0.0479,ETHUSDT
1778445159020522,0,2349.35,0.4993,ETHUSDT
1778445159496669,1,2349.34,0.0244,ETHUSDT
1778445159703430,0,2349.35,0.1031,ETHUSDT
1778445159908282,0,2349.35,2.1089,ETHUSDT
1778445159908283,0,2349.35,1.8315,ETHUSDT
1778445159911453,0,2349.35,0.0133,ETHUSDT
1778445159984190,0,2349.36,1.355,ETHUSDT
1778445160019199,0,2349.36,0.8025,ETHUSDT
1778445160019200,0,2349.37,0.0251,ETHUSDT
1778445160019201,0,2349.38,0.0177,ETHUSDT
1778445160019202,0,2349.39,0.0133,ETHUSDT
1778445160020518,0,2349.4,0.0133,ETHUSDT
1778445160021407,0,2349.41,0.0133,ETHUSDT
1778445160021408,0,2349.43,0.0023,ETHUSDT
1778445160021409,0,2349.44,0.0133,ETHUSDT
1778445160021410,0,2349.45,0.0067,ETHUSDT
1778445160021411,0,2349.46,0.0067,ETHUSDT
1778445160021412,0,2349.47,0.0044,ETHUSDT
1778445160124890,0,2349.48,0.0922,ETHUSDT
1778445160335300,0,2349.49,0.7177,ETHUSDT
1778445160571433,1,2349.48,0.0461,ETHUSDT
1778445160912442,0,2349.49,0.0138,ETHUSDT
1778445162181489,1,2349.48,0.0651,ETHUSDT
1778445162572412,1,2349.48,1.3039,ETHUSDT
1778445163647457,1,2349.48,0.5,ETHUSDT
1778445164832261,1,2349.48,0.043,ETHUSDT
1778445164880598,1,2349.48,0.1,ETHUSDT
1778445164880599,1,2349.48,2.6253,ETHUSDT
1778445164932105,1,2349.48,0.0022,ETHUSDT
1778445165435507,0,2349.49,0.7177,ETHUSDT
1778445166241521,1,2349.48,0.1,ETHUSDT
1778445166243626,1,2349.48,0.1,ETHUSDT
1778445166264481,0,2349.49,0.1742,ETHUSDT
1778445166269103,1,2349.48,0.0548,ETHUSDT
1778445166269104,1,2349.47,0.0268,ETHUSDT
1778445166427444,1,2349.46,0.09,ETHUSDT
1778445167246475,1,2349.46,0.0777,ETHUSDT
1778445167465502,1,2349.46,0.09,ETHUSDT
1778445167482190,1,2349.46,0.2,ETHUSDT
1778445167486540,1,2349.46,0.0287,ETHUSDT
1778445167757285,1,2349.46,0.331,ETHUSDT
1778445167940294,1,2349.46,0.7733,ETHUSDT
1778445168111576,1,2349.46,0.3042,ETHUSDT
1778445168187562,0,2349.47,0.0064,ETHUSDT
1778445168384442,1,2349.46,0.1758,ETHUSDT
1778445168412445,1,2349.46,0.1269,ETHUSDT
1778445168842282,1,2349.46,0.255,ETHUSDT
1778445168866369,1,2349.46,0.0479,ETHUSDT
1778445169043577,1,2349.46,0.1,ETHUSDT
1778445169127577,1,2349.46,0.09,ETHUSDT
1778445169156297,1,2349.46,0.2145,ETHUSDT
1778445169192270,0,2349.47,0.2128,ETHUSDT
1778445169600420,1,2349.46,0.1976,ETHUSDT
1778445169884427,1,2349.46,0.1651,ETHUSDT
1778445169899407,1,2349.46,0.14,ETHUSDT
1778445169944507,1,2349.46,0.0884,ETHUSDT
1778445170345273,1,2349.46,0.0999,ETHUSDT
1778445170366612,1,2349.46,0.2046,ETHUSDT
1778445170539276,0,2349.47,0.7177,ETHUSDT
1778445171201163,1,2349.46,0.081,ETHUSDT
1778445171201542,1,2349.46,8.5025,ETHUSDT
1778445172004442,1,2349.46,0.1,ETHUSDT
1778445172008413,1,2349.46,0.0244,ETHUSDT
1778445172050812,1,2349.46,0.1,ETHUSDT
1778445172066508,1,2349.46,0.1763,ETHUSDT
1778445172066509,1,2349.45,0.0111,ETHUSDT
1778445172066510,1,2349.43,0.0023,ETHUSDT
1778445172066511,1,2349.42,0.0023,ETHUSDT
1778445172066512,1,2349.41,0.0023,ETHUSDT
1778445172066513,1,2349.4,0.0023,ETHUSDT
1778445172066514,1,2349.39,0.0133,ETHUSDT
1778445172066515,1,2349.38,0.0155,ETHUSDT
1778445172066516,1,2349.37,0.0133,ETHUSDT
1778445172066517,1,2349.36,0.0202,ETHUSDT
1778445172066518,1,2349.35,0.0233,ETHUSDT
1778445172066519,1,2349.34,0.5178,ETHUSDT
1778445172080090,1,2349.34,3.0763,ETHUSDT
1778445172084293,1,2349.34,1.546,ETHUSDT
1778445172084294,1,2349.34,0.8,ETHUSDT
1778445172867140,0,2349.35,0.2,ETHUSDT
1778445173012394,1,2349.34,0.3,ETHUSDT
1778445173052857,1,2349.34,3.3946,ETHUSDT
1778445173052858,1,2349.33,0.0133,ETHUSDT
1778445173052859,1,2349.32,0.0734,ETHUSDT
1778445173052860,1,2349.31,0.0092,ETHUSDT
1778445173052861,1,2349.3,0.1637,ETHUSDT
1778445173052862,1,2349.3,0.0198,ETHUSDT
1778445173052863,1,2349.29,0.0089,ETHUSDT
1778445173052864,1,2349.28,0.028,ETHUSDT
1778445173052865,1,2349.27,0.0273,ETHUSDT
1778445173054689,1,2349.26,0.0067,ETHUSDT
1778445173054690,1,2349.25,0.0133,ETHUSDT
1778445173054691,1,2349.24,0.0074,ETHUSDT
1778445173054692,1,2349.23,0.0413,ETHUSDT
1778445173054693,1,2349.22,0.0074,ETHUSDT
1778445173054694,1,2349.21,0.011,ETHUSDT
1778445173054695,1,2349.2,0.011,ETHUSDT
1778445173054696,1,2349.19,0.0605,ETHUSDT
1778445173054697,1,2349.18,0.0044,ETHUSDT
1778445173054698,1,2349.17,0.0085,ETHUSDT
1778445173054699,1,2349.16,0.0592,ETHUSDT
1778445173054700,1,2349.15,0.0264,ETHUSDT
1778445173054701,1,2349.14,0.0223,ETHUSDT
1778445173054702,1,2349.13,0.0802,ETHUSDT
1778445173054703,1,2349.12,0.014,ETHUSDT
1778445173054704,1,2349.11,0.1215,ETHUSDT
1778445173054705,1,2349.1,0.012,ETHUSDT
1778445173054706,1,2349.09,0.2325,ETHUSDT
1778445173054707,1,2349.08,0.0211,ETHUSDT
1778445173054708,1,2349.07,1.1154,ETHUSDT
1778445173117378,1,2349.07,0.0866,ETHUSDT
1778445173117382,1,2349.06,0.0177,ETHUSDT
1778445173117383,1,2349.05,0.0201,ETHUSDT
1778445173117384,1,2349.04,0.5254,ETHUSDT
1778445173117385,1,2349.03,0.0368,ETHUSDT
1778445173117386,1,2349.02,0.0112,ETHUSDT
1778445173117387,1,2349.01,0.0116,ETHUSDT
1778445173143397,1,2349.0,0.1,ETHUSDT
1778445173744406,1,2349.0,0.14,ETHUSDT
1778445173774227,1,2349.0,0.085,ETHUSDT
1778445173783636,1,2349.0,0.079,ETHUSDT
1778445173786571,0,2349.01,0.0022,ETHUSDT
1778445174156426,1,2349.0,0.1,ETHUSDT
1778445174181697,1,2349.0,0.0155,ETHUSDT
1778445174181698,1,2348.99,0.0111,ETHUSDT
1778445174181699,1,2348.98,0.0111,ETHUSDT
1778445174183053,1,2348.96,0.0403,ETHUSDT
1778445174183054,1,2348.95,0.0067,ETHUSDT
1778445174183055,1,2348.94,0.0301,ETHUSDT
1778445174183056,1,2348.93,0.0067,ETHUSDT
1778445174183057,1,2348.92,0.0067,ETHUSDT
1778445174183058,1,2348.91,0.0133,ETHUSDT
1778445174183059,1,2348.9,0.0044,ETHUSDT
1778445174183060,1,2348.89,0.0171,ETHUSDT
1778445174183061,1,2348.88,0.0443,ETHUSDT
1778445174183062,1,2348.86,0.0044,ETHUSDT
1778445174183063,1,2348.85,0.0044,ETHUSDT
1778445174183064,1,2348.84,0.0157,ETHUSDT
1778445174183065,1,2348.83,0.0059,ETHUSDT
1778445174242768,1,2348.83,1.0741,ETHUSDT
1778445174242769,1,2348.83,0.563,ETHUSDT
1778445174242770,1,2348.83,17.272,ETHUSDT
1778445174256064,1,2348.83,1.9547,ETHUSDT
1778445174256065,1,2348.83,3.0918,ETHUSDT
1778445174256066,1,2348.82,0.5392,ETHUSDT
1778445174256067,1,2348.81,0.1939,ETHUSDT
1778445174259904,1,2348.8,0.0389,ETHUSDT
1778445174259905,1,2348.79,0.0854,ETHUSDT
1778445174259906,1,2348.78,0.028,ETHUSDT
1778445174259907,1,2348.77,0.0659,ETHUSDT
1778445174259908,1,2348.76,0.0232,ETHUSDT
1778445174259909,1,2348.75,8.0146,ETHUSDT
1778445174259910,1,2348.75,0.1,ETHUSDT
1778445174283857,1,2348.75,0.027,ETHUSDT
1778445174283858,1,2348.74,0.1,ETHUSDT
1778445174291703,1,2348.74,2.6221,ETHUSDT
1778445174296096,1,2348.73,0.0111,ETHUSDT
1778445174296237,1,2348.72,0.0369,ETHUSDT
1778445174296238,1,2348.71,0.0097,ETHUSDT
1778445174296239,1,2348.7,0.018,ETHUSDT
1778445174296240,1,2348.69,0.5354,ETHUSDT
1778445174322568,1,2348.69,0.0155,ETHUSDT
1778445174322569,1,2348.68,0.0066,ETHUSDT
1778445174322570,1,2348.67,0.0401,ETHUSDT
1778445174322571,1,2348.66,0.0018,ETHUSDT
1778445174327249,1,2348.66,0.022,ETHUSDT
1778445174327250,1,2348.65,0.0133,ETHUSDT
1778445174327251,1,2348.64,0.0163,ETHUSDT
1778445174327252,1,2348.62,0.0129,ETHUSDT
1778445174341497,1,2348.62,0.0285,ETHUSDT
1778445174341498,1,2348.61,0.0045,ETHUSDT
1778445174341499,1,2348.6,0.0128,ETHUSDT
1778445174350216,1,2348.59,0.0611,ETHUSDT
1778445174350217,1,2348.58,0.0026,ETHUSDT
1778445174350307,1,2348.58,0.0131,ETHUSDT
1778445174350308,1,2348.57,0.1075,ETHUSDT
1778445174350309,1,2348.56,0.3131,ETHUSDT
1778445174350310,1,2348.55,0.0089,ETHUSDT
1778445174350311,1,2348.54,0.0257,ETHUSDT
1778445174350312,1,2348.53,0.0044,ETHUSDT
1778445174350313,1,2348.52,0.0074,ETHUSDT
1778445174350314,1,2348.51,0.0179,ETHUSDT
1778445174350315,1,2348.5,0.0514,ETHUSDT
1778445174350316,1,2348.49,0.0113,ETHUSDT
1778445174350317,1,2348.48,0.0113,ETHUSDT
1778445174350318,1,2348.47,1.967,ETHUSDT
1778445174350319,1,2348.45,0.0044,ETHUSDT
1778445174350320,1,2348.44,0.0044,ETHUSDT
1778445174350321,1,2348.43,0.0222,ETHUSDT
1778445174350322,1,2348.41,0.0094,ETHUSDT
1778445174350323,1,2348.4,0.0256,ETHUSDT
1778445174350324,1,2348.39,0.0044,ETHUSDT
1778445174350325,1,2348.38,0.011,ETHUSDT
1778445174350326,1,2348.36,0.0378,ETHUSDT
1778445174350327,1,2348.35,0.0517,ETHUSDT
1778445174350328,1,2348.33,0.0734,ETHUSDT
1778445174350329,1,2348.32,0.0352,ETHUSDT
1778445174350330,1,2348.31,0.2038,ETHUSDT
1778445174350331,1,2348.3,0.0044,ETHUSDT
1778445174350332,1,2348.29,0.0848,ETHUSDT
1778445174350333,1,2348.28,0.0078,ETHUSDT
1778445174350334,1,2348.27,0.0807,ETHUSDT
1778445174442551,0,2348.28,0.1499,ETHUSDT
1778445174689577,1,2348.27,0.0055,ETHUSDT
1778445174711558,1,2348.27,0.1,ETHUSDT
1778445174735018,1,2348.27,0.1,ETHUSDT
1778445174735038,1,2348.27,11.5762,ETHUSDT
1778445174744029,1,2348.27,5.4689,ETHUSDT
1778445174744030,1,2348.26,0.0282,ETHUSDT
1778445174744031,1,2348.25,0.0023,ETHUSDT
1778445174744032,1,2348.24,0.0918,ETHUSDT
1778445174744033,1,2348.22,0.0136,ETHUSDT
1778445174744034,1,2348.21,0.7864,ETHUSDT
1778445174771727,1,2348.21,2.0081,ETHUSDT
1778445174771728,1,2348.21,4.7494,ETHUSDT
1778445174771780,1,2348.2,0.0201,ETHUSDT
1778445174771781,1,2348.19,0.0046,ETHUSDT
1778445174773825,1,2348.18,0.0023,ETHUSDT
1778445174773826,1,2348.17,0.0045,ETHUSDT
1778445174773827,1,2348.16,0.0281,ETHUSDT
1778445174773828,1,2348.15,0.019,ETHUSDT
1778445174773829,1,2348.12,0.0315,ETHUSDT
1778445174773830,1,2348.11,0.0023,ETHUSDT
1778445174773831,1,2348.1,0.0378,ETHUSDT
1778445174773832,1,2348.09,0.0044,ETHUSDT
1778445174773833,1,2348.08,0.0701,ETHUSDT
1778445174783760,1,2348.08,0.0336,ETHUSDT
1778445174783851,1,2348.06,0.0091,ETHUSDT
1778445174791059,1,2348.05,0.0044,ETHUSDT
1778445174791060,1,2348.04,0.0331,ETHUSDT
1778445174791061,1,2348.02,0.0572,ETHUSDT
1778445174791062,1,2348.01,0.011,ETHUSDT
1778445174791063,1,2348.0,0.1087,ETHUSDT
1778445174791064,1,2347.95,0.0054,ETHUSDT
1778445174791065,1,2347.94,0.0044,ETHUSDT
1778445174791066,1,2347.93,0.0418,ETHUSDT
1778445174793541,1,2347.93,0.0657,ETHUSDT
1778445174794575,1,2347.92,0.0106,ETHUSDT
1778445174794576,1,2347.91,0.011,ETHUSDT
1778445174794577,1,2347.9,0.0467,ETHUSDT
1778445174803637,1,2347.9,0.0152,ETHUSDT
1778445174803638,1,2347.88,0.0133,ETHUSDT
1778445174803639,1,2347.87,0.0044,ETHUSDT
1778445174803640,1,2347.86,0.0044,ETHUSDT
1778445174803641,1,2347.85,0.0044,ETHUSDT
1778445174803642,1,2347.84,0.0066,ETHUSDT
1778445174839401,0,2347.84,0.0218,ETHUSDT
1778445174874451,1,2347.83,0.2,ETHUSDT
1778445174927731,0,2347.84,0.3117,ETHUSDT
1778445175072660,1,2347.83,0.3029,ETHUSDT
1778445175073430,1,2347.83,0.1171,ETHUSDT
1778445175073431,1,2347.83,0.1171,ETHUSDT
1778445175234480,0,2347.84,0.0095,ETHUSDT
1778445175350433,1,2347.83,0.14,ETHUSDT
1778445175361530,1,2347.83,0.162,ETHUSDT
1778445175453650,1,2347.83,0.2,ETHUSDT
1778445175628492,0,2347.84,0.7177,ETHUSDT
1778445175700292,0,2347.84,0.31,ETHUSDT
1778445175824654,0,2347.84,0.1653,ETHUSDT
1778445175897200,1,2347.83,0.09,ETHUSDT
1778445175916496,1,2347.83,0.2504,ETHUSDT
1778445176267389,1,2347.83,1.6,ETHUSDT
1778445176275529,1,2347.83,0.0287,ETHUSDT
1778445176275561,1,2347.83,3.2,ETHUSDT
1778445176323443,1,2347.83,14.5245,ETHUSDT
1778445176323444,1,2347.82,0.1924,ETHUSDT
1778445176323445,1,2347.81,0.0136,ETHUSDT
1778445176323446,1,2347.8,0.0355,ETHUSDT
1778445176323447,1,2347.8,0.1865,ETHUSDT
1778445176323448,1,2347.79,0.0023,ETHUSDT
1778445176323449,1,2347.78,0.0133,ETHUSDT
1778445176323450,1,2347.77,0.0065,ETHUSDT
1778445176325220,1,2347.75,0.0023,ETHUSDT
1778445176325221,1,2347.74,0.0023,ETHUSDT
1778445176325222,1,2347.73,0.0089,ETHUSDT
1778445176325223,1,2347.72,0.0404,ETHUSDT
1778445176325224,1,2347.71,0.0022,ETHUSDT
1778445176327828,1,2347.7,0.0369,ETHUSDT
1778445176328578,1,2347.7,0.0243,ETHUSDT
1778445176328579,1,2347.69,0.0133,ETHUSDT
1778445176328580,1,2347.68,0.0155,ETHUSDT
1778445176331489,1,2347.68,0.0076,ETHUSDT
1778445176333517,1,2347.66,0.0155,ETHUSDT
1778445176333518,1,2347.64,0.0026,ETHUSDT
1778445176333519,1,2347.64,0.0043,ETHUSDT
1778445176333520,1,2347.62,0.0045,ETHUSDT
1778445176476183,1,2347.62,0.085,ETHUSDT
1778445176487613,1,2347.62,0.2155,ETHUSDT
1778445177052505,0,2347.63,0.2,ETHUSDT
1778445177070238,1,2347.62,73.305,ETHUSDT
1778445177074535,1,2347.62,2.0025,ETHUSDT
1778445177179280,1,2347.62,0.2,ETHUSDT
1778445177184182,0,2347.63,0.0324,ETHUSDT
1778445177358479,0,2347.63,0.046,ETHUSDT
1778445177378115,1,2347.62,0.0214,ETHUSDT
1778445177379555,1,2347.62,0.0214,ETHUSDT
1778445177381665,1,2347.62,0.2,ETHUSDT
1778445177388194,1,2347.62,0.0309,ETHUSDT
1778445177642597,1,2347.61,0.3604,ETHUSDT
1778445177645787,1,2347.6,0.0133,ETHUSDT
1778445177645788,1,2347.59,0.0779,ETHUSDT
1778445177645789,1,2347.58,0.005,ETHUSDT
1778445177645790,1,2347.57,0.0067,ETHUSDT
1778445177645791,1,2347.56,0.0163,ETHUSDT
1778445177645792,1,2347.55,0.028,ETHUSDT
1778445177645793,1,2347.54,0.0533,ETHUSDT
1778445177645794,1,2347.53,0.0383,ETHUSDT
1778445177645795,1,2347.52,0.0023,ETHUSDT
1778445177645796,1,2347.51,0.0054,ETHUSDT
1778445177645797,1,2347.5,0.1238,ETHUSDT
1778445177645798,1,2347.48,0.0044,ETHUSDT
1778445177645799,1,2347.47,0.0645,ETHUSDT
1778445177645800,1,2347.46,0.0251,ETHUSDT
1778445177645801,1,2347.45,0.0264,ETHUSDT
1778445177645802,1,2347.44,0.003,ETHUSDT
1778445177645803,1,2347.43,0.0031,ETHUSDT
1778445177645804,1,2347.42,0.0044,ETHUSDT
1778445177645805,1,2347.41,0.1076,ETHUSDT
1778445177645806,1,2347.4,0.0858,ETHUSDT
1778445177645807,1,2347.39,0.011,ETHUSDT
1778445177645808,1,2347.38,0.1084,ETHUSDT
1778445177645809,1,2347.37,0.0022,ETHUSDT
1778445177645810,1,2347.36,0.0066,ETHUSDT
1778445177645811,1,2347.35,0.0069,ETHUSDT
1778445177645812,1,2347.34,0.2877,ETHUSDT
1778445177645813,1,2347.33,0.0561,ETHUSDT
1778445177930239,1,2347.32,0.0071,ETHUSDT
1778445178043296,0,2347.33,0.0123,ETHUSDT
1778445178366298,0,2347.33,0.01,ETHUSDT
1778445178670473,1,2347.32,0.0048,ETHUSDT
1778445178735244,0,2347.33,0.0064,ETHUSDT
1778445178880470,1,2347.32,0.0024,ETHUSDT
1778445178919427,1,2347.32,0.0244,ETHUSDT
1778445179039237,0,2347.33,0.2515,ETHUSDT
1778445179180453,1,2347.32,10.3607,ETHUSDT
1778445179180454,1,2347.31,0.0067,ETHUSDT
1778445179180455,1,2347.31,0.0044,ETHUSDT
1778445179182032,1,2347.3,0.0496,ETHUSDT
1778445179182033,1,2347.29,0.0089,ETHUSDT
1778445179182034,1,2347.28,0.0067,ETHUSDT
1778445179182035,1,2347.27,0.0112,ETHUSDT
1778445179182036,1,2347.26,0.0092,ETHUSDT
1778445179182037,1,2347.25,0.0092,ETHUSDT
1778445179182038,1,2347.24,0.1643,ETHUSDT
1778445179182039,1,2347.23,0.0067,ETHUSDT
1778445179182040,1,2347.22,0.0113,ETHUSDT
1778445179182041,1,2347.21,0.2475,ETHUSDT
1778445179182042,1,2347.2,0.0208,ETHUSDT
